"","X","nid_id","lat","lon","river","purpose","yr_comp","res_age","hydr_hght","max_dis","max_stor","norm_stor","surf_area_km2","res_perim_km","sdi","mean_depth","mean_max_depth_ratio","mean_q","drain_area_km2","catch_surf_area_ratio","rel_depth_perc","lake_vol_m3","elev","reach_code","e2rf1","mean_v","strahler","water","wetlands","urb_grass","lo_urb_dev","hi_urb_dev","industry","for_dec","for_ever","for_mixed","shrub","grass","pasture","crops","orchards","barren","tn_bg_kg_km2_yr","tp_bg_kg_km2_yr","tn_bg_kg_km2_yr_atom","tn_kg_km2_yr","tp_kg_km2_yr","tn_point","tp_point","tn_fert","tp_fert","tn_ag_anml","tp_ag_anml","tn_forest","tp_forest","tn_barren","tp_barren","tn_shrub","tp_shrub","tn_grass","tp_grass","tn_frac","tp_frac","WinT_rcp85","WintT_abs","WinT_hist","SumT_hist","SumT_rcp85","SumT_abs","US_L3CODE","US_L3NAME","Histprecip","RCP85precip","ABSprecip","RESID","STATE","RESINFO","RESNAME1","LONGITUDE","LATITUDE","CLUSID","SHALLOW","MUDFLAT","BKWATER","CONN_BW","CONN_TR","N_STRUC","SHAL_LZ","DIST_RZ","X_NUTRI","ALGAE","SEDIMEN","SHOREER","NOCOVES","SHOREHO","SUBSTHO","X_MACRO","N_MACRO","NN_PLNT","NN_ANIM","DEEP_LZ","N_SHADE","N_ALLOC","WS_AGRI","WS_ANIM","WS_LOGS","WS_MINE","WS_URBN","N_NUTRI","IN_TURB","OR_TURB","VAR_TUR","VAR_DO2","O_STRAT","HI_TEMP","LO_TEMP","T_STRAT","DESTRAT","THERMAL","CONTAMN","POLL_PS","POLLNPS","HYDROGR","RESIDUP","LOWRETE","LOWSTOR","WL_SEAS","WL_DROP","WL_LONG","WLSHORT","WL_FAST","DIST_UP","DIST_AD","SS","PreySS","PredSS","PPratio","ExoticSS","Richness","Evenness","NatStock","Nnatstock","IntrodUndes","Fishkills","FishPres","CatchRate","FishSize","CatchVar","AnglerSatis","FreqTourn","RatioFishing","SPP1comp","LargeFish","StockedFish","PopDen","SizeStruc","Condition","GRate","NatMort","R_age1","R_adult","CRA","BAS","PIK","PER","CAT","SUN","MOR","TRT","SAL","distance"
"383",1141,"KY03027",37.34,-83.47167,"MIDDLEFORK KENTUCKY RIVER","NR",1960,55,123,138000,167900,32100,4.9776378,151.6346285,19.1726276,136.5037517,1.109786599,583.742,1056.71592,212.2926829,1.652698165,39594708,NA,5.1e+12,14414,1.31,3,0.2,0,0,0,0,0.1,91.5,1.6,5.3,0,0,0.3,0,0,1,77,10,113,478,21,6,17,0,1,0,1,38,80,1,1,0,0,0,0,0.73767,0.58473,8.47,3.87,4.61,23.23,28.17,4.94,69,"Central Appalachians",1225.78,1305.03,79.25,"KY5","KY",5,"Buckhorn Lake",-83.47167,37.34,"SAP                3",3,4,5,4,4,4,3,1,1,1,5,1,3,1,3,0,4,0,2,1,1,0,1,0,1,5,1,4,4,2,4,1,3,2,1,4,1,0,4,1,2,5,0,4,2,2,1,0,1,3,2,1,3,3,4,2,3,4,2,5,1,2,1,1,3,3,4,4,3,4,1,1,1,2,2,3,4,3,2,2,0,1,0,0,0,0,0,0,0,0
"384",1142,"KY03028",37.43167,-82.41667,"LEVISA FORK OF BIG SANDY RIVER","NR",1969,46,152,298200,164360,37720,4.57699866,65.82866278,8.679996131,145.3223896,0.956068353,487.222,1015.27608,221.821397,1.834859189,46526865.6,230.7,5.07e+12,13718,1.52,2,0.4,0,0,0.2,0,0.2,89.1,0.6,7.2,0,0,0.5,0.4,0,1.3,54,8,80,313,18,18,29,1,2,0,2,35,65,2,2,0,0,0,0,0.76909,0.66803,8.61,3.85,4.75,23.42,28.35,4.93,69,"Central Appalachians",1225.78,1305.03,79.25,"KY13","KY",13,"Fishtrap Lake",-82.41667,37.43167,"SAP                3",2,2,3,3,4,4,2,0,1,1,4,2,4,2,3,0,4,0,2,2,0,0,1,1,3,5,2,3,3,1,3,1,2,2,1,3,1,0,5,5,5,1,0,2,2,1,3,2,2,4,4,3,4,3,4,3,3,4,4,4,5,1,1,4,3,3,4,3,4,4,1,1,1,2,4,3,3,3,3,3,0,1,0,0,0,0,0,0,0,0
"385",1143,"KY03029",37.73667,-82.73,"JOHNS CREEK OF LEVISA FORK","NRFS",1949,66,86,22800,93300,17200,4.451546,45.3586767,6.064567501,84.8179871,0.986255664,238.147,533.53794,119.8545455,1.085908248,21215856,NA,5.07e+12,13770,1.1,2,0.7,0,0,0.1,0,0.2,94.9,0.8,1.6,0,0,0.6,0,0,1.1,47,7,73,314,7,11,26,1,1,0,2,36,71,2,0,0,0,0,0,0.71754,0.33978,8.48,3.92,4.56,23.71,28.68,4.97,69,"Central Appalachians",1225.78,1305.03,79.25,"KY10","KY",10,"Dewey Lake",-82.73,37.73667,"SAP                3",4,3,4,4,4,4,3,1,3,1,5,3,4,3,4,3,1,4,4,1,1,0,1,1,3,5,1,1,2,1,4,1,3,1,1,3,0,0,4,4,4,1,0,2,3,2,2,2,2,3,5,4,3,3,3,4,3,3,3,5,1,1,1,4,3,3,2,4,4,4,2,1,1,4,4,3,3,3,4,2,0,1,0,0,0,0,0,0,0,0
"386",1144,"KY03030",38.25333,-82.985,"LITTLE SANDY RIVER","NRFS",1968,47,89,74600,118990,29390,6.1107586,113.710208,12.97617761,78.8011436,0.885406108,239.159,507.63804,83.07284768,0.861084079,36251977.2,NA,5.09e+12,14105,0.88,3,0.6,0,0,0.1,0,0.1,82.5,3.2,7.2,0,0,4,2.1,0,0.3,52,7,79,484,26,5,6,21,26,8,27,28,40,0,0,0,0,0,0,0.77255,0.49865,7.42,4.04,3.37,22.8,27.84,5.04,70,"Western Allegheny Plateau",1104.79,1184.52,79.73,"KY14","KY",14,"Grayson Lake",-82.985,38.25333,"SAP                1",0,1,3,1,2,5,1,1,1,0,4,1,1,1,2,0,5,1,0,5,1,1,2,1,2,1,1,5,4,1,4,0,0,0,0,0,0,0,1,1,1,1,0,4,0,1,1,0,1,3,3,1,2,2,2,2,3,3,3,3,3,3,3,2,2,2,3,2,2,3,2,1,1,2,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0
"387",1145,"KY03031",38.64667,-82.85833,"OHIO RIVER","CR",1962,53,35,90600,351700,351700,45.324832,NA,NA,31.40171363,0.897191818,NA,160579.38,3542.857143,0.125992836,433814916,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.82,4.14,3.68,23.41,28.5,5.09,70,"Western Allegheny Plateau",1104.79,1184.52,79.73,"KY21","KY",21,"Greenup Pool",-82.85833,38.64667,"SAP                3",1,1,4,4,3,3,3,4,3,2,3,3,3,3,3,3,2,4,2,3,3,1,1,1,1,2,4,1,2,2,3,1,0,3,1,0,0,3,2,2,2,3,2,2,1,2,0,0,3,2,3,3,3,3,4,3,2,3,3,2,3,2,2,2,3,3,3,3,3,3,3,2,1,3,3,3,3,3,3,3,0,0,0,0,1,0,0,0,0,0
"388",1146,"KY03032",38.79,-84.17,"OHIO RIVER","CROF",1965,50,35,101400,609800,609800,87.816862,NA,NA,28.10131798,0.802894799,NA,183392.0119,2088.346544,0.081002484,752176104,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.62,4.25,3.38,23.55,28.71,5.15,71,"Interior Plateau",1289.56,1353.93,64.38,"KY9","KY",9,"Meldahl Pool",-84.17,38.79,"SAP                3",1,2,3,3,3,3,3,1,2,2,3,2,3,3,3,2,2,2,2,3,3,1,1,1,1,1,1,1,3,2,3,1,1,2,1,1,1,2,1,2,2,2,1,2,1,2,1,1,2,2,3,3,3,3,4,4,2,3,3,2,3,2,1,3,3,3,3,3,3,3,2,2,1,3,3,3,3,3,3,3,0,0,0,0,1,0,0,0,0,0
"389",1147,"KY03033",38.77667,-84.965,"OHIO RIVER","CROF",1964,51,53,116000,640700,460000,76.89034,NA,NA,33.72097522,0.636244815,NA,215425.0082,2801.717895,0.103878301,567400800,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,4.27,3.41,23.68,28.88,5.2,71,"Interior Plateau",1289.56,1353.93,64.38,"KY37","KY",37,"Markland Pool",-84.965,38.77667,"SAP                3",0,1,1,1.233998976,2,3,3,3,3,2,3,3,3,3,3,1,2,1,2,3,3,1,2,2,1,1,3,1,2,2,3,1,0,2,1,1,0,3,2,3,3,3,2,2,1,2,1,1,2,3,2,3,4,3,4,4,3,3,3,4,4,2,2,4,4,3,3,4,4,3,2,3,1,3,3,4,3,3,3,3,0,0,0,0,1,0,0,0,0,0
"390",1148,"KY03034",38.27167,-85.76833,"OHIO RIVER","CROF",1964,51,30,116000,525260,407500,76.2428424,NA,NA,27.87997846,0.929332615,NA,236129.3883,3097.070064,0.086248887,502643100,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.28,4.18,5.1,25.18,30.38,5.2,71,"Interior Plateau",1289.56,1353.93,64.38,"KY39","KY",39,"McAlpine Pool",-85.76833,38.27167,"SAP                3",1,1,4,4,3,3,3,3,2,1,3,3,3,3,3,1,3,1,2,3,3,1,2,1,1,1,2,1,2,1,2,0,0,2,0,0,0,2,1,2,2,2,2,2,1,3,1,1,3,3,2,2,3,3,3,3,2,3,3,1,3,2,2,3,3,3,3,3,3,3,2,2,1,3,3,4,3,3,3,3,0,0,0,0,1,0,0,0,0,0
"391",1149,"KY03041",37.12167,-88.65167,"OHIO RIVER","NR",1929,86,23,272000,339600,80000,30.8370732,NA,NA,44.56682682,1.937688123,NA,525249.972,17033.07087,0.21678825,98678400,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.39,4.13,5.26,25.67,30.97,5.3,72,"Interior River Valleys and Hills",1075.06,1142.37,67.31,"KY43","KY",43,"Ohio River L&D 52",-88.65167,37.12167,"TPL                1",1,1,1,1,2,4,2,3,2,1,4,4,4,3,3,0,2,0,5,2,3,1,4,1,1,1,2,1,4,1,3,1,1,1,1,1,1,1,3,2,4,3,1,1,1,4,1,1,4,2,4,4,3,3,3,3,4,3,3,3,1,4,2,2,2,3,3,2,2,4,3,3,2,4,4,4,4,3,3,3,0,0,0,0,1,0,0,0,0,0
"392",1150,"KY03042",37.19833,-89.03667,"OHIO RIVER","RN",1929,86,23,273000,388170,118000,45.6485808,NA,NA,34.41215504,1.496180654,NA,526026.969,11523.40426,0.137581118,145550640,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,4.17,5.24,25.66,31.01,5.35,72,"Interior River Valleys and Hills",1075.06,1142.37,67.31,"KY44","KY",44,"Ohio River  L&D 53",-89.03667,37.19833,"TPL                1",1,1,1,1,2,4,2,3,2,1,4,4,4,3,3,0,2,0,5,2,3,1,4,1,1,1,2,1,4,1,3,1,1,1,1,1,1,1,3,2,4,3,1,1,1,4,1,1,4,2,4,4,3,3,3,3,4,3,3,3,1,4,2,2,2,3,3,2,2,4,3,3,2,4,4,4,4,3,3,3,0,0,0,0,1,0,0,0,0,0
"393",1151,"KY03046",36.95667,-84.27333,"LAUREL","NHRFS",1973,42,282,86000,435600,185000,24.5239716,277.1631027,15.78828304,71.8810231,0.254897245,470.646,730.37718,29.78217822,0.392084298,228193800,307.8,5.13e+12,15133,1.19,3,3.1,2.2,1.4,1.8,0.3,1.1,36.7,11.2,21.3,0,0,17,3.3,0,0.6,91,11,133,752,28,17,24,29,23,11,34,14,18,0,0,0,0,0,0,0.63613,0.12934,8.84,3.82,5.02,23.6,28.53,4.93,68,"Southwestern Appalachians",1438.69,1485.93,47.24,"KY35","KY",35,"Laurel River Lake",-84.27333,36.95667,"SAP                1",0,0,0,0,1,3,0,0,0,0,1,1,1,0,0,0,3,0,0,4,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,3,3,3,3,1,3,3,4,4,1,1,3,3,3,3,3,3,2,1,2,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0,0
"394",1152,"KY03051",38,-85.31667,"SALT RIVER","NHRFS",1983,32,143,123360,291670,86440,12.342923,123.5433,9.919849403,95.62928866,0.668736284,61.6351,914.26647,74.07213115,0.735262673,106622011.2,166.7,5.14e+12,15564,0.79,1,1.6,0,0.2,0.1,0,0.1,33.9,5.2,13.7,0,0,37.4,7.8,0,0,102,25,163,1019,84,3,3,42,22,24,64,8,11,0,0,0,0,0,0,0.81389,0.55995,8.77,4.09,4.69,24.34,29.47,5.14,71,"Interior Plateau",1289.56,1353.93,64.38,"KY48","KY",48,"Taylorsville Lake",-85.31667,38,"SAP                3",2,3,1,1,1,2,2,1,5,4,4,4,3,3,3,1,3,1,2,1,1,1,4,4,3,1,2,1,3,3,3,2,2,1,1,2,2,1,2,3,5,2,1,2,1,3,2,1,1,3,3,3,3,4,2,4,2,3,3,4,4,2,2,5,3,2,4,3,4,3,2,1,1,3,2,4,3,4,2,2,0,1,0,0,0,0,0,0,0,0
"395",1153,"KY03055",38.11833,-83.53333,"LICKING RIVER","NRS",1974,41,139,158000,614100,222581,33.4675322,261.2595463,12.73958305,74.25617778,0.534217106,55.1691,2139.33174,63.92261185,0.34672196,274549211.9,222.5,5.1e+12,15950,0.75,1,0,0,0,0,0,0,71.5,6.4,13.9,0,0,7.4,0.4,0,0.2,82,10,124,459,39,5,7,23,25,7,25,28,42,0,0,0,0,0,0,0.66323,0.41998,8.4,4.04,4.36,23.72,28.79,5.07,70,"Western Allegheny Plateau",1104.79,1184.52,79.73,"KY8","KY",8,"Cave Run Lake",-83.53333,38.11833,"SAP                1",0,0,0,0,1,1,0,0,0,0,3,2,2,1,1,2,1,1,0,1,0,0,1,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,1,1,2,0,1,0,1,1,0,1,1,2,1,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0,0
"396",1154,"KY03056",37.22333,-83.05667,"CARR CREEK","NR",1975,40,104,87800,47700,22620,2.8732706,30.79758059,5.125346448,67.18294436,0.64598985,120.196,150.21942,52.28169014,1.070610188,27901317.6,310,5.1e+12,14400,5.53,1,0.8,0,0,0.2,0,0.2,90.8,0.9,2.6,0,0,0.3,0,0,4.2,107,13,161,412,15,15,29,1,1,0,2,32,67,5,2,0,0,0,0,0.65993,0.45969,8.46,3.81,4.64,22.86,27.75,4.9,69,"Central Appalachians",1225.78,1305.03,79.25,"KY7","KY",7,"Carr Creek Lake",-83.05667,37.22333,"SAP                3",3,3,4,3,4,3,2,2,0,1,4,1,3,1,3,1,4,2,3,2,1,1,0,0,2,5,1,4,3,1,4,1,4,2,0,5,1,0,5,4,3,3,0,1,2,2,2,1,1,2,5,5,1,3,3,2,4,4,2,5,5,4,3,5,2,4,3,2,5,4,1,2,1,2,3,3,3,2,1,2,0,1,0,0,0,0,0,0,0,0
"397",1156,"KY03059",37.92833,-87.375,"OHIO RIVER","CRO",1975,40,48,127000,581600,455800,66.3280354,NA,NA,35.4849704,0.739270217,NA,253016.1231,3814.61867,0.117694585,562220184,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.98,4.21,4.77,25.37,30.62,5.25,72,"Interior River Valleys and Hills",1075.06,1142.37,67.31,"KY41","KY",41,"Newburgh Pool",-87.375,37.92833,"TPL                1",0,2,3,3,3,2,2,3,2,2,3,3,3,3,3,1,2,1,3,2,2,1,2,2,1,1,3,1,2,1,3,1,1,2,1,0,0,2,1,2,2,3,2,2,1,1,0,0,3,3,2,2,3,3,3,3,4,3,3,2,3,2,2,3,3,4,3,3,4,3,2,3,1,4,3,4,3,3,3,3,0,0,0,0,1,0,0,0,0,0
"398",1157,"KY03060",37.77,-87.95833,"OHIO RIVER","CRO",1975,40,39,133000,740200,543862,78.306741,NA,NA,38.25314216,0.980849799,NA,279718.92,3572.093023,0.116769156,670842899.8,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.01,4.19,4.81,25.35,30.63,5.28,72,"Interior River Valleys and Hills",1075.06,1142.37,67.31,"KY23","KY",23,"Uniontown Pool Ohio River",-87.95833,37.77,"TPL                1",0,0,3,3,3,2,0,4,2,0,3,3,3,3,2,0,2,0,4,1,3,1,4,2,3,2,3,1,3,1,3,0,1,1,0,1,0,0,2,3,4,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,2,3,1,3,3,3,3,3,3,3,0,0,0,0,1,0,0,0,0,0
"399",1158,"KY03061",36.75167,-83.25833,"MARTINS FORK OF CUMBERLAND R.","CRO",1978,37,97,57000,21100,3700,1.3759324,12.41276915,2.985142179,62.05868106,0.639780217,166.612,145.03944,105.4117647,1.429106504,4563876,NA,5.13e+12,15109,0.92,2,0.8,0,0,0.5,0.2,0.2,88.1,4.2,5.2,0,0,0.7,0,0,0.1,105,12,150,456,16,9,23,1,1,0,2,37,73,0,0,0,0,0,0,0.59186,0.22117,8.79,3.75,5.04,22.68,27.53,4.85,69,"Central Appalachians",1225.78,1305.03,79.25,"KY38","KY",38,"Martins Fork Lake",-83.25833,36.75167,"SAP                1",2,3,4,3,2,1,1,1,1,1,2,1,1,1,1,1,3,1,2,1,2,1,1,1,3,4,2,4,3,2,3,1,3,1,1,3,1,0,3,2,3,2,1,1,2,2,2,1,1,2,2,3,1,1,2,2,3,3,3,4,4,1,1,3,2,3,3,3,3,4,2,1,1,1,4,3,4,3,3,3,0,1,0,0,0,0,0,0,0,0
"400",1159,"KY15701",37.01333,-88.26833,"Tennessee River","NRS",1944,71,130,1050000,6129000,2121000,526.0918,1366.99171,16.81241129,47.14604561,0.362661889,64745.3,104117.598,197.9076923,0.055523279,2616211080,109.4,6.04e+12,17377,5.17,5,2.4,1.2,0.5,1.3,0.2,0.7,45.6,10.1,15,0,0,15.2,7,0,0.8,94,17,131,446,29,9,12,33,18,15,49,15,19,1,1,0,0,0,0,0.92249,0.63856,10.28,4.07,6.21,26.52,31.78,5.26,71,"Interior Plateau",1289.56,1353.93,64.38,"KY2","KY",2,"Lake Barkley",-88.22,37.02167,"SAP                3",0,3,0.901334269,1,3,3,3,2,0,0,4,2,5,3,4,1,2,1,2,0,0,4,4,3,3,1,3,0,3,1,1,0,2,3,0,3,2,3,1,1,1,5,3,1,1,5,4,1,0,0,2,4,4,4,4,5,3,3,3,1,1,4,4,4,4,4,3,5,5,4,2,3,1,5,5,5,4,3,4,4,0,1,0,0,0,0,0,0,0,4.39940991606618
"401",1160,"KY82201",38.12667,-82.69833,"BLAINE CREEK","NRS",1988,27,72,63000,83300,38100,9.07306012,126.7571662,11.87108784,37.1542412,0.516031128,381.569,538.71792,59.37555754,0.333190112,46995588,NA,5.07e+12,13792,1.36,2,0,0,0,0.1,0,0.1,90,2.4,5,0,0,1.9,0.3,0,0.1,50,6,76,507,28,4,9,20,16,7,20,29,55,0,0,0,0,0,0,0.89014,0.91539,7.94,4.01,3.93,23.36,28.38,5.02,70,"Western Allegheny Plateau",1104.79,1184.52,79.73,"KY52","KY",52,"Yatesville Lake",-82.69833,38.12667,"SAP                3",2,3,2,2,3,3,2,1,2,1,4,1,2,1,3,1,3,0,2,1,1,0,2,1,1,2,1,2,3,2,4,1,2,1,1,4,1,1,3,1,2,3,0,2,1,2,1,0,1,1,2,1,4,4,3,4,3,2,3,3,2,3,2,4,4,3,3,3,5,4,3,2,1,4,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0,0
"402",1161,"KY82202",37.83667,-82.87,"PAINT CREEK","NRFS",1980,35,134,48000,73500,40700,4.60937354,28.70375384,3.771487181,64.53014159,0.481568221,129.857,240.86907,52.25636523,0.811899491,50202636,216.4,5.07e+12,13735,0.81,2,1,0,0,0.1,0,0.2,88.7,3,5.9,0,0,1.1,0,0,0,61,8,93,338,18,12,26,5,5,2,7,35,62,0,0,0,0,0,0,0.81475,0.85932,8.52,3.94,4.57,23.85,28.84,4.99,69,"Central Appalachians",1225.78,1305.03,79.25,"KY45","KY",45,"Paintsville Lake",-82.87,37.83667,"SAP                1",1,1,2,2,3,3,1,1,1,1,3,1,2,1,2,4,1,4,3,4,1,0,1,1,1,1,1,4,1,1,2,1,2,1,1,3,1,0,1,1,2,1,0,1,1,1,1,0,1,1,2,1,3,2,4,2,3,4,3,3,4,2,1,3,4,3,4,3,3,4,3,1,1,3,2,3,3,3,4,3,0,1,0,0,0,0,0,0,0,0
"403",1162,"LA00001",31.092,-93.384,"BAYOU ANACOCO","COR",1951,64,36,55500,82500,24000,10.521836,29.32793072,2.55053066,31.73069639,0.881408233,235.404,541.30791,51.44615385,0.264237494,29603520,NA,1.2e+13,38015,1.09,2,4.6,6,0.3,1,0,0.6,14.4,42.1,22.4,0,0,4.8,1.3,0,2.5,55,18,82,213,8,13,13,8,6,7,25,31,50,4,7,0,0,0,0,0.78952,0.3514,15.72,3.68,12.04,27.73,32.12,4.38,35,"South Central Plains",1329.28,1264.43,-64.85,"LA46","LA",46,"Anacoco Lake",-93.384,31.092,"CPL                3",0,0,1,1,0,1,0,4,0,0,4,4,4,2,5,0,4,2,3,0,1,2,5,1,5,1,3,5,5,1,0,1,3,0,0,4,1,0,2,1,5,0,5,1,0,0,4,0,0,0,5,5,2,2,2,3,4,1,2,1,2,1,1,2,1,1,2,2,1,5,3,1,1,1,1,3,2,4,3,2,0,1,0,0,0,0,0,0,0,0
"404",1163,"LA00002",32.327,-93.427,"LOGGY BAYOU","NCHR",1941,74,43,128400,318000,105000,69.605992,238.8452856,8.075850133,18.48832965,0.429961155,1619.19,3651.8859,52.46511628,0.059859759,129515400,43,1.11e+13,36664,2.41,2,2.4,4.8,0.1,0.5,0.1,0.6,22.3,32.6,23.6,0,0,7.9,3.4,0,1.7,44,16,57,226,22,17,9,9,7,14,41,32,39,3,4,0,0,0,0,0.94898,0.9386,14.36,3.85,10.51,27.81,32.73,4.92,35,"South Central Plains",1329.28,1264.43,-64.85,"LA40","LA",40,"Lake Bistineau",-93.427,32.327,"CPL                2",4,3,1,4,4,2,5,3,5,3,4,3,5,5,5,5,0,5,1,0,1,0,2,2,4,4,3,0,5,4,4,4,4,3,1,3,3,1,5,3,4,2,2,2,2,2,2,2,3,3,3,2,3,3,3,3,1,3,3,2,2,2,3,3,3,3,4,3,3,3,2,1,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0,0
"405",1164,"LA00003",32.882,-93.898,"BLACK BAYOU","CROF",1955,60,29,19600,46500,17750,15.6208796,80.73906469,5.762698029,12.04660447,0.415400154,248.402,598.28769,38.30051813,0.082332729,21894270,NA,1.11e+13,36837,1.4,1,2.7,4.9,0,0.7,0.1,0.8,36.1,13.9,20.8,0,0,16.4,2.8,0,0.8,54,17,84,246,11,17,13,16,13,13,41,20,31,1,1,0,0,0,0,0.9055,0.90774,14.25,3.93,10.32,27.97,33.05,5.09,35,"South Central Plains",1329.28,1264.43,-64.85,"LA6","LA",6,"Black Bayou Lake at Hosston (Caddo Parish)",-93.898,32.882,"CPL                2",5,5,1,3,3,1,5,3,5,4,5,3,5,5,5,5,0,5,1,0,2,0,3,2,3,1,2,1,4,4,3,5,3,4,1,3,4,1,5,3,4,0,2,2,3,3,2,2,2,2,3,2,2,2,2,3,1,2,3,2,2,2,4,2,2,3,4,2,2,2,2,1,1,2,3,3,2,3,2,2,0,1,0,0,0,0,0,0,0,0
"406",1165,"LA00004",31.848,-92.958,"BAYOU BOURBEUX","CROF",1934,81,30,11500,280000,109000,42.49203,235.4106081,10.18748965,26.66660545,0.888886848,289.46,2403.51072,56.56380952,0.110503135,134449320,30.2,1.11e+13,36878,1.48,1,1.4,11.9,0,0.3,0,0.1,19.9,42.1,17.2,0,0,1.9,1.3,0,4,43,18,54,137,6,6,5,6,3,5,17,44,60,8,15,0,0,0,0,0.95241,0.94102,15.12,3.74,11.38,28.01,32.73,4.72,35,"South Central Plains",1329.28,1264.43,-64.85,"LA53","LA",53,"saline lake",-92.932,31.853,"CPL                1",3,0,0,0,0,0,2,0,1,0,4,1,3,3,3,4,0,4,0,0,0,0,0,0,2,0,0,3,0,0,1,0,1,0,0,1,1,0,3,0,1,0,0,1,3,1,2,0,0,1,1,1,3,3,3,3,1,3,3,2,1,1,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0,2.52248247669177
"407",1165,"LA00004",31.848,-92.958,"BAYOU BOURBEUX","CROF",1934,81,30,11500,280000,109000,42.49203,235.4106081,10.18748965,26.66660545,0.888886848,289.46,2403.51072,56.56380952,0.110503135,134449320,30.2,1.11e+13,36878,1.48,1,1.4,11.9,0,0.3,0,0.1,19.9,42.1,17.2,0,0,1.9,1.3,0,4,43,18,54,137,6,6,5,6,3,5,17,44,60,8,15,0,0,0,0,0.95241,0.94102,15.12,3.74,11.38,28.01,32.73,4.72,35,"South Central Plains",1329.28,1264.43,-64.85,"LA7","LA",7,"Black-Clear Lake",-92.952,31.855,"CPL                1",4,0,0,0,1,0,3,0,0,0,3,1,3,0,3,5,0,5,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,1,0,0,3,0,0,0,1,1,1,1,2,0,0,3,1,1,3,4,3,3,1,3,3,1,2,1,1,1,3,3,4,3,4,3,3,2,2,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0,0.961741806671988
"408",1167,"LA00006",30.733,-93.09,"BUNDICKS CREEK","RCS",1963,52,40,38100,57500,9200,7.082005,32.86902891,3.484204602,32.85706743,0.821426686,371.181,538.71792,76.06857143,0.333511864,11348016,NA,8.08e+12,21781,1.62,1,1.2,12.9,0.2,1.4,0.9,1.5,9.3,25.4,14.1,0,0,26.6,4.9,0,1.5,79,28,119,505,43,15,13,29,14,14,51,13,20,1,2,0,0,0,0,0.73173,0.19409,16.27,3.58,12.7,27.98,32.21,4.23,35,"South Central Plains",1329.28,1264.43,-64.85,"LA12","LA",12,"Bundick Lake",-93.09,30.733,"CPL                3",1,0,0,0,1,1,2,2,3,0,3,1,4,1,2,3,1,5,0,0,0,1,2,1,4,0,1,0,4,1,3,2,1,1,0,1,1,0,0,0,2,0,0,3,0,0,0,0,0,1,3,3,4,4,4,3,1,3,3,1,1,1,1,2,3,3,3,3,2,5,2,2,1,3,3,4,4,3,4,2.5,0,1,0,0,0,0,0,0,0,0
