FID,Field1,nid_id,lat,lon,river,purpose,yr_comp,res_age,hydr_hght,max_dis,max_stor,norm_stor,surf_area_,res_perim_,sdi,mean_depth,mean_max_d,mean_q,drain_area,catch_surf,rel_depth_,lake_vol_m,elev,reach_code,e2rf1,mean_v,strahler,water,wetlands,urb_grass,lo_urb_dev,hi_urb_dev,industry,for_dec,for_ever,for_mixed,shrub,grass,pasture,crops,orchards,barren,tn_bg_kg_k,tp_bg_kg_k,tn_bg_kg_1,tn_kg_km2_,tp_kg_km2_,tn_point,tp_point,tn_fert,tp_fert,tn_ag_anml,tp_ag_anml,tn_forest,tp_forest,tn_barren,tp_barren,tn_shrub,tp_shrub,tn_grass,tp_grass,tn_frac,tp_frac,WinT_rcp85,WintT_abs,WinT_hist,SumT_hist,SumT_rcp85,SumT_abs,US_L3CODE,US_L3NAME,Histprecip,RCP85preci,ABSprecip,NAME
436,102,AR00804,34.37167,-92.095,TR TULLEY CREEK,FR,1943,72,9,480,2060,1030,1.0521836,0,0,7.923058734,0.880339859,0,2.58999,2.461538462,0.208644872,1270484,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.74,3.95,8.79,27.45,32.82,5.37,35,South Central Plains,1329.28,1264.43,-64.85,Arkansas
437,103,AR00807,34.23333,-92,CANEY CREEK,R,1965,50,16,1440,4000,3250,1.88988362,7.227016798,1.482983861,8.565290829,0.535330677,0,NA,NA,0.168300415,4008810,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.84,3.91,8.93,27.65,32.99,5.34,73,Mississippi Alluvial Plain,1393.15,1359.99,-33.16,Arkansas
438,104,AR00833,34.98339,-92.76681,COFFEE CREEK,R,1954,61,20,15400,16576,8267,5.0181064,22.85711213,2.878367996,13.36771125,0.668385562,0,27.453894,5.470967742,0.161193575,10197179,NA,1.11E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.98,4.03,7.95,26.96,32.39,5.43,36,Ouachita Mountains,1362.21,1345.45,-16.76,Arkansas
439,105,AR00857,34.85005,-94.25004,JONES CREEK,R,1971,44,63,24480,41058,20000,3.9052199,20.71052823,2.956400862,42.54705258,0.675350041,42.7158,29.007888,7.427979275,0.581577152,24669600,NA,1.11E+13,35868,0.67,1,5.1,0.1,0,0,0,0,37.9,16.9,32.1,0,0,7,0,0,0.9,75,9,121,310,8,1,2,1,1,16,50,33,45,1,2,0,0,0,0,0.41783,0.04287,11.79,4.12,7.67,26.2,31.55,5.35,36,Ouachita Mountains,1362.21,1345.45,-16.76,Arkansas
440,108,AR00938,35.08352,-94.38353,JOHNSON BRANCH,R,1954,61,50,2264,11150,4676,1.56208796,8.063152218,1.81989783,28.88594405,0.577718881,0,4.402983,2.81865285,0.624301569,5767752,196.3,1.11E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.79,4.16,7.63,26.71,32.07,5.36,37,Arkansas Valley,1210.94,1212.26,1.32,Arkansas
441,116,AR01100,36.23343,-94.53352,LITTLE FLINT CREEK,SO,1977,38,92,55000,24400,18300,2.1448358,19.11749412,3.682381935,46.03763016,0.500409023,94.3496,37.295856,17.38867925,0.849134601,22572684,NA,1.11E+13,35812,0.95,1,1,0.3,0.6,2.1,1,0.9,24.1,1.1,2.6,0,0,59.3,6,0,0.2,54,8,88,769,113,13,7,17,5,55,87,3,2,0,0,0,0,0,0,0.59606,0.12078,10.26,4.27,5.99,25.58,30.9,5.32,39,Ozark Highlands,1142.71,1180.65,37.94,Arkansas
442,117,AR01158,35.16687,-93.00014,GALLA CREEK,O,1969,46,6,12000,456,200,1.23024544,9.16057202,2.329815888,1.499996556,0.249999426,0,NA,NA,0.036530447,246696,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.71,4.07,7.64,26.99,32.45,5.46,37,Arkansas Valley,1210.94,1212.26,1.32,Arkansas
443,124,AR01322,35.13343,-94.05014,WASHBURN CREEK,SO,1978,37,62,43657,29200,4670,1.2747609,14.81028261,3.700359082,92.69819989,1.495132256,0,80.28969,62.98412698,2.217775271,5760352,NA,1.11E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.94,4.13,7.81,27.08,32.49,5.4,37,Arkansas Valley,1210.94,1212.26,1.32,Arkansas
444,125,AR01408,36.46675,-94.31671,SUGAR CREEK-TR,R,1981,34,0,77680,23099,14093,1.93035222,27.3174645,5.546474222,48.42546535,0,0,34.187868,17.71069182,0.941490899,17383434,NA,1.11E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4.28,5.72,25.34,30.68,5.35,39,Ozark Highlands,1142.71,1180.65,37.94,Arkansas
445,126,AR01422,35.23336,-92.60009,CYPRESS CREEK,S,1983,32,0,41000,23500,18000,4.7145919,21.31726117,2.769518333,20.17162751,0,72.0388,94.275636,19.99656652,0.250945545,22202640,NA,1.11E+13,35977,0.85,1,2.7,1.3,0,0,0,0,42.8,5.6,8.2,0,0,38.3,1,0,0,99,28,137,595,83,4,3,31,10,33,75,12,12,0,0,0,0,0,0,0.87088,0.90121,11.76,4.06,7.7,26.91,32.35,5.43,37,Arkansas Valley,1210.94,1212.26,1.32,Arkansas
446,130,AR01492,35.48342,-94.3835,LEE CREEK,SH,1992,23,0,0,26250,7118,2.56570924,0,0,41.40369044,0,0,1129.23564,440.126183,0.698225872,8779911,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.85,4.2,7.66,27.09,32.46,5.37,38,Boston Mountains,1268.04,1280.72,12.68,Arkansas
447,133,AR01522,35.36676,-93.18345,HUCKLEBERRY CREEK,S,1995,20,102,46590,23342,17812,2.05985174,8.043812492,1.581025403,45.85844089,0.449592558,513.404,21.755916,10.56188605,0.863101571,21970746,NA,1.11E+13,36991,1.55,2,0.6,0.4,0,0.1,0,0,39.5,24,20.3,0,0,13.6,0,0,1,72,15,100,350,51,4,3,11,3,28,66,27,27,1,2,0,0,0,0,0.89616,0.82161,11.63,4.11,7.52,26.86,32.33,5.47,37,Arkansas Valley,1210.94,1212.26,1.32,Arkansas
448,393,CO00050,37.15,-104.55,PURGATOIRE RIVER,CRIO,1976,39,195,458300,164930,71779,5.83557212,18.57460138,2.169065532,114.3756043,0.58654156,31.0671,1737.88329,297.8085992,1.278946225,88537961,NA,1.1E+13,34451,0.39,3,0.1,0,0,0,0,0,8.3,59.3,0.8,21,9,0.6,0,0,0.7,2,1,2,25,1,3,2,1,1,0,0,48,50,2,0,21,28,5,19,0,0,6.58,4.32,2.26,20.49,25.43,4.95,21,Southern Rockies,601.32,643.52,42.21,Arkansas
449,412,CO00299,38.28278,-104.7033,ARKANSAS RIVER,I,1974,41,194,191500,489116,322949,21.650701,49.0301016,2.972498904,91.42334152,0.471254338,684.586,12136.69314,560.5682243,0.530739869,398351132,1470.1,1.1E+13,34324,1.08,4,0.7,0,0.1,0.4,0,0.3,6.6,34.9,0.2,23,29,2.2,0,0,2.8,1,1,2,36,6,20,12,2,2,1,2,24,25,8,0,12,18,11,41,0.01731,0,7.1,4.4,2.7,23.5,28.45,4.95,26,Southwestern Tablelands,450.21,442.99,-7.22,Arkansas
450,418,CO00407,38.92833,-105.0606,NORTH CATAMOUNT CREEK,S,1959,56,205,5854,15050,12300,1.08860534,0,0,55.94782695,0.272916229,0,16.834935,15.46468401,1.448466969,15171804,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,4.42,-3.7,13.55,18.45,4.9,21,Southern Rockies,601.32,643.52,42.21,Arkansas
451,419,CO00418,38.74833,-104.7006,FOUNTAIN CREEK-TR,I,1910,105,60,4850,4250,3950,1.0926522,4.438405164,1.197790498,15.7407046,0.262345077,0,7.818532313,7.155555556,0.406765209,4872246,1770.9,1.1E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.33,4.38,1.94,21.55,26.48,4.94,26,Southwestern Tablelands,450.21,442.99,-7.22,Arkansas
452,420,CO00446,39.08333,-106.445,BOX CREEK TR,H,1976,39,73,0,11420,11143,1.1128865,0,0,41.52717739,0.568865444,0,2.58999,2.327272727,1.063328806,13744668,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.07,4.67,-6.73,10.9,15.77,4.86,21,Southern Rockies,601.32,643.52,42.21,Arkansas
453,421,CO00493,38.17,-104.6506,SALT CREEK,SR,1941,74,53,30500,13940,8638,2.56166238,7.076874093,1.247312903,22.02206635,0.415510686,0,58.015776,22.64770932,0.371670186,10654800,1511.8,1.1E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94,4.39,2.56,22.97,27.91,4.95,26,Southwestern Tablelands,450.21,442.99,-7.22,Arkansas
454,422,CO00499,38.14667,-104.3939,HUERFANO RIVER-OS,I,1948,67,16,40000,4074,2088,1.33951066,4.369807158,1.065084528,12.30812884,0.769258053,0,16.59212344,12.38670695,0.287262906,2575506,1430.4,1.1E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,4.34,2.55,23.64,28.59,4.94,26,Southwestern Tablelands,450.21,442.99,-7.22,Arkansas
455,423,CO00504,37.77667,-104.8022,HUERFANO RIVER-OS,I,1972,43,30,10500,4250,3000,1.011715,0,0,16.99996097,0.566665366,0,21.65069766,21.4,0.456540629,3700440,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49,4.36,3.13,21.79,26.7,4.91,26,Southwestern Tablelands,450.21,442.99,-7.22,Arkansas
456,425,CO00515,38.235,-103.2806,ADOBE CREEK-OS,I,1904,111,35,75000,85000,71000,16.6123603,25.22255434,1.745694673,20.70640801,0.591611657,0,138.046467,8.309866017,0.137230201,87577080,4128,1.1E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63,4.27,2.36,24.46,29.45,4.99,26,Southwestern Tablelands,450.21,442.99,-7.22,Arkansas
457,426,CO00542,37.32833,-104.3889,BLACK HILLS ARROYO-TR,IP,1921,94,37,13980,29943,20359,4.84813828,12.04087641,1.542643205,24.99409955,0.675516204,0,60.70289063,12.52086811,0.306627145,25112419,NA,1.1E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.26,4.3,2.95,22.37,27.31,4.94,26,Southwestern Tablelands,450.21,442.99,-7.22,Arkansas
458,430,CO00759,37.635,-102.5406,TWO BUTTE CREEK,RF,1908,107,78,24758,52182,37464,5.01405954,27.22474195,3.42976149,42.11612607,0.539950334,54.4,1372.6947,273.7691687,0.508059149,46211095,1289.3,1.1E+13,37390,0.5,2,0,0,0,0,0,0.1,0,0.1,0,3,94,0.1,2,0,0,1,1,2,32,14,1,0,4,2,1,1,0,0,0,0,3,2,49,95,0.02671,0,7.2,4.23,2.97,23.97,28.98,5.02,26,Southwestern Tablelands,450.21,442.99,-7.22,Arkansas
459,445,CO00908,37.59,-104.6539,HEZRON GULCH,IPR,1907,108,42,4500,7280,4880,1.214058,0,0,24.26661096,0.577776451,0,34.964865,28.8,0.594908279,6019382,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.43,4.35,3.08,21.41,26.34,4.93,26,Southwestern Tablelands,450.21,442.99,-7.22,Arkansas
460,453,CO01046,38.19,-103.4072,HORSE CREEK-OS,I,1900,115,23,11000,43125,28000,11.128865,17.07206808,1.443628968,15.68178218,0.681816617,0,140.377458,12.61381818,0.126978614,34537440,4104,1.1E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65,4.27,2.38,24.55,29.54,4.99,26,Southwestern Tablelands,450.21,442.99,-7.22,Arkansas
461,456,CO01114,38.315,-103.8706,BOB CREEK-TR,I,1917,98,20,5880,4435,1435,2.428116,0,0,7.391649698,0.369582485,0,40.46859375,16.66666667,0.12813485,1770044,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,4.31,2.06,23.89,28.87,4.98,26,Southwestern Tablelands,450.21,442.99,-7.22,Arkansas
462,457,CO01116,38.24833,-103.7139,HORSE CREEK-OS,IFR,1950,65,16,23191,14914,9500,4.83195084,9.210175218,1.1819566,12.49075859,0.780672412,0,19.424925,4.020100503,0.153492855,11718060,1330.8,1.1E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,4.3,2,24.23,29.21,4.99,26,Southwestern Tablelands,450.21,442.99,-7.22,Arkansas
463,458,CO01120,38.42,-103.7056,HORSE CREEK-OS,PI,1899,116,15,4100,2312,1562,1.011715,0,0,9.24797877,0.616531918,0,3.2374875,3.2,0.248358102,1926696,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.04,4.3,1.74,23.71,28.68,4.98,26,Southwestern Tablelands,450.21,442.99,-7.22,Arkansas
464,459,CO01143,39.02167,-106.2472,CLEAR CREEK,SRF,1910,105,66,42000,13560,11500,1.7199155,7.0357658,1.513396449,31.90580911,0.48342135,64.3078,178.70931,103.9058824,0.657168609,14185020,2705.1,1.1E+13,34288,0.81,1,0.9,0,0,0,0,0,4.5,32.1,0.6,5,30,0.2,0,0,26.9,60,9,68,131,8,1,2,0,0,0,0,19,35,52,0,2,6,9,57,0.01019,0,-0.15,4.6,-4.76,13.3,18.16,4.85,21,Southern Rockies,601.32,643.52,42.21,Arkansas
465,460,CO01146,37.74833,-104.6022,CUCHARAS RIVER,I,1913,102,135,44000,103000,40960,5.260918,0,0,79.23058734,0.58689324,0,1709.3934,324.9230769,0.933088232,50523341,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.47,4.35,3.12,21.89,26.82,4.93,26,Southwestern Tablelands,450.21,442.99,-7.22,Arkansas
466,472,CO01283,38.06833,-102.9367,ARKANSAS,CRI,1943,72,105,639000,608245,345250,46.9031074,0,0,52.48003483,0.499809856,0,46956.5187,1001.138913,0.206992166,425858970,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64,4.23,2.41,24.9,29.91,5,26,Southwestern Tablelands,450.21,442.99,-7.22,Arkansas
467,474,CO01347,39.09694,-104.2064,BIG SANDY CREEK,CR,1964,51,49,27000,7641,5388,1.63088458,0,0,18.96025424,0.386943964,0,178.70931,109.5781638,0.401045037,6645990,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65,4.35,0.31,19.67,24.62,4.95,26,Southwestern Tablelands,450.21,442.99,-7.22,Arkansas
468,485,CO01669,39.24833,-106.36,LAKE FORK OF ARKANSAS RIVER,IFR,1967,48,123,2900,135525,129398,7.23983254,17.60814268,1.846053059,75.75443761,0.615889737,0,72.51972,10.01676914,0.76050911,159609845,3008.1,1.1E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3,4.63,-5.92,12.35,17.21,4.86,21,Southern Rockies,601.32,643.52,42.21,Arkansas
469,501,CO01835,38.06,-103.6056,ARKANSAS RIVER-OS,I,1890,125,23,20000,7975,4600,2.7316305,7.426849808,1.267618462,11.81478769,0.513686421,0,38.590851,14.12740741,0.19309701,5674008,4162,1.1E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,4.28,2.63,24.68,29.67,4.98,26,Southwestern Tablelands,450.21,442.99,-7.22,Arkansas
470,502,CO01836,38.15667,-103.7439,BOB CREEK,IFR,1926,89,30,0,41413,39804,25.18360978,35.64768272,2.003859206,6.654813583,0.221827119,0,297.84885,11.82709304,0.035820984,49097438,1296.6,1.1E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.58,4.29,2.29,24.22,29.21,4.98,26,Southwestern Tablelands,450.21,442.99,-7.22,Arkansas
471,503,CO01837,37.93167,-103.6506,CROOKED ARROYO,C,1975,40,41,32000,17714,6998,2.8530363,0,0,25.12618345,0.612833743,0,235.430091,82.51914894,0.401821787,8631893,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,4.28,2.82,24.61,29.58,4.97,26,Southwestern Tablelands,450.21,442.99,-7.22,Arkansas
472,504,CO01847,38.08167,-103.6972,ARKANSAS RIVER-OS,I,1903,112,40,340,8390,5640,2.225773,0,0,15.25451043,0.381362761,0,1.61874375,0.727272727,0.276196673,6956827,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,4.29,2.62,24.38,29.36,4.98,26,Southwestern Tablelands,450.21,442.99,-7.22,Arkansas
473,505,CO01851,38.22333,-102.6289,ARKANSAS RIVER-OS,RI,1928,87,16,1560,4550,2592,2.630459,0,0,6.99998393,0.437498996,0,4.046859375,1.538461538,0.116584785,3197180,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.35,4.26,2.09,24.46,29.5,5.04,26,Southwestern Tablelands,450.21,442.99,-7.22,Arkansas
474,507,CO01898,37.445,-104.3222,APISHAPA RIVER-TR,I,1910,105,20,1065,6563,4766,2.42406914,4.997639496,0.905497624,10.95656917,0.547828459,0,16.1874375,6.677796327,0.190091495,5878766,NA,1.1E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,4.31,3,22.45,27.39,4.94,26,Southwestern Tablelands,450.21,442.99,-7.22,Arkansas
475,514,CO02024,38.32167,-102.6589,ARKANSAS RIVER-OS,IRF,1896,119,25,4800,60618,60618,14.95719456,17.22519332,1.256417348,16.40093637,0.656037455,0,82.87968,5.541125541,0.114552395,74771091,3922,1.1E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.22,4.26,1.96,24.22,29.26,5.04,26,Southwestern Tablelands,450.21,442.99,-7.22,Arkansas
476,515,CO02026,38.27167,-102.6356,ARKANSAS RIVER-OS,IRF,1896,119,25,44000,32690,23040,7.8104398,4.613487819,0.465678862,16.93778495,0.677511398,0,51.7998,6.632124352,0.163711608,28419379,3875,1.1E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,4.26,2.03,24.34,29.38,5.04,26,Southwestern Tablelands,450.21,442.99,-7.22,Arkansas
477,516,CO02045,39.08333,-106.4383,LAKE CREEK,ND,1979,36,55,0,147500,141000,11.3514423,20.57454813,1.722660414,52.58454951,0.956082718,138.27,194.24925,17.11229947,0.421592851,173920680,NA,1.1E+13,34287,1.11,1,4.6,0,0,0,0,0,3.8,27.7,0.4,3,40,0,0,0,20.6,85,12,95,140,6,1,2,0,0,0,0,19,27,46,0,2,3,13,68,0,0,-1.87,4.67,-6.54,11.22,16.08,4.86,21,Southern Rockies,601.32,643.52,42.21,Arkansas
478,517,CO02068,38.21,-105.4522,GRAPE CREEK,ISR,1915,100,63,400,4441,4180,1.011715,10.72027527,3.006572866,17.76395922,0.281967607,23.8949,960.7810717,949.656,0.477058102,5155946,2336.3,1.1E+13,34310,0.32,2,0.1,0,0,0,0,0,5.6,22.6,0.7,18,46,6.3,0,0,1.2,2,1,3,39,10,4,2,0,0,2,4,28,20,3,0,14,13,24,61,0,0,3.19,4.45,-1.25,17.04,21.9,4.86,21,Southern Rockies,601.32,643.52,42.21,Arkansas
479,519,CO02194,39.25167,-106.3703,LAKE FORK CREEK,SIR,1968,47,125,2920,149004,129432,7.23578568,17.60814268,1.846569221,83.33537916,0.666683033,0,67.33974,9.306487696,0.836849135,159651783,3008.1,1.1E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.24,4.63,-5.87,12.45,17.3,4.85,21,Southern Rockies,601.32,643.52,42.21,Arkansas
480,521,CO02497,38.1,-103.5089,ARKANSAS-OS,I,1908,107,13,0,2500,2500,2.428116,5.868400905,1.062380159,4.166657101,0.320512085,0,18.21086719,7.5,0.07222934,3083700,4105,1.1E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.74,4.28,2.46,24.66,29.65,4.99,26,Southwestern Tablelands,450.21,442.99,-7.22,Arkansas
481,545,CO82914,38.99556,-106.3611,LAKE FORK OF ARKANSAS RIVER,IFR,1968,47,6,0,135525,129398,7.3045823,0,0,75.08293013,12.51382169,0,72.51972,9.927977839,0.75041952,159609845,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.53,4.66,-8.19,8.82,13.7,4.87,21,Southern Rockies,601.32,643.52,42.21,Arkansas
482,1058,KS00002,37.28167,-96.78333,ELK RIVER,CSRO,1966,49,102,120800,850405,46122,17.9680584,0,0,191.532218,1.877766843,0,1642.05366,91.38738739,1.220539575,56890565,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.86,4.42,4.44,26.57,31.74,5.17,28,Flint Hills,897.56,921.72,24.16,Arkansas
483,1059,KS00003,37.64667,-96.07,FALL RIVER,CO,1948,67,88,229000,256400,22627,9.42513694,64.15225942,5.894717727,110.0899147,1.251021758,335.519,1515.14415,160.7556891,0.968644248,27909952,NA,1.11E+13,37342,1.29,2,1.5,1.4,0.1,0.2,0,0.2,1.9,0,0.1,6,66,17.8,5,0,0,26,11,52,160,7,3,2,30,14,6,18,1,1,0,0,2,3,13,61,0.40924,0.03751,8.34,4.45,3.89,25.74,30.95,5.22,28,Flint Hills,897.56,921.72,24.16,Arkansas
484,1060,KS00004,38.24167,-95.755,GRAND NEOSHO RIVER,CSRO,1964,51,80,578000,626007,60661,39.13718306,70.55324351,3.181391332,64.73017918,0.80912724,1536.07,7808.81985,199.5243512,0.279494091,74824130,NA,1.11E+13,35202,1.49,4,2.2,0.9,0.2,0.3,0,0.3,2,0,0,3,54,14,23,0,0,14,7,29,273,21,5,5,51,29,6,22,1,1,0,0,1,1,7,43,0.52862,0.06983,7.53,4.49,3.03,25.44,30.68,5.24,40,Central Irregular Plains,1014.07,1053.16,39.09,Arkansas
485,1062,KS00006,38.36833,-97.08333,COTTONWOOD RIVER,CSRO,1968,47,62,132000,189200,80680,2.51310006,59.09465393,10.51570017,304.6691879,4.914019159,83.9081,517.998,206.1191626,5.191397071,99517166,NA,1.11E+13,37329,0.64,2,5.4,0.4,0.1,0.1,0,0.2,1,0,0,3,34,17.1,39,0,0,27,7,46,210,5,3,3,67,51,7,27,0,0,0,0,0,1,3,18,0.19599,0,7.2,4.52,2.68,25.79,30.99,5.2,28,Flint Hills,897.56,921.72,24.16,Arkansas
486,1067,KS00011,37.73833,-95.93333,VERDIGRIS RIVER,CS,1960,55,84,253000,318900,21000,10.7646476,40.32301414,3.466953132,119.8869428,1.42722551,492.918,1890.6927,175.6390977,0.987035062,25903080,NA,1.11E+13,37345,1.21,3,1.5,1.4,0,0.1,0,0.1,2.7,0,0,3,63,19.1,9,0,0,25,10,49,207,11,2,1,35,15,6,21,1,1,0,0,1,2,12,59,0.45388,0.05115,8.23,4.46,3.77,25.77,31,5.24,29,Cross Timbers,898.71,870.22,-28.49,Arkansas
487,1070,KS00017,37.70278,-97.77361,NORTH FORK NINNESCAH,SCR,1963,52,80,3000,566275,167070,38.59490382,77.15509117,3.503438502,59.37650205,0.742206276,138.285,1719.75336,44.55908567,0.258172649,206077504,NA,1.1E+13,37326,0.83,2,0.6,1.2,0.1,0.1,0,0.1,0.3,0,0,3,38,10,46,0,0.1,17,4,25,378,38,1,2,78,51,7,28,0,0,0,0,0,1,3,19,0.24552,0.01638,8.52,4.47,4.04,26.62,31.83,5.2,27,Central Great Plains,690.85,692.84,1.99,Arkansas
488,1078,KS00027,37.84667,-96.82167,WALNUT RIVER,CSRO,1981,34,85,120800,246882,161928,33.993624,136.1393037,6.586878962,29.39064681,0.345772315,19.5998,606.05766,17.82857143,0.136166732,199734949,NA,1.1E+13,34661,0.48,1,1.2,1.2,0.1,0.1,0,0.2,1,0,0.1,3,75,13.4,5,0,0,30,10,60,259,37,2,1,37,21,5,13,0,0,0,0,1,2,14,62,0.27996,0.0245,8.31,4.46,3.85,26.05,31.24,5.19,28,Flint Hills,897.56,921.72,24.16,Arkansas
489,1079,KS00049,37.26833,-95.47,BIG HILL CK,CSR,1981,34,78,36200,39540,26969,4.82385712,36.53340046,4.692321608,33.17106479,0.425270061,50.1281,95.82963,19.86577181,0.407964899,33265722,NA,1.11E+13,35072,0.72,1,3.3,3.4,0,0.1,0,0.2,10.5,0.6,1.2,1,15,46.1,18,0,0.1,28,12,57,456,16,2,3,60,35,10,48,2,4,0,0,0,1,1,10,0.40782,0.04286,8.67,4.39,4.28,26,31.24,5.24,40,Central Irregular Plains,1014.07,1053.16,39.09,Arkansas
