,nid_id,lat,lon,river,purpose,yr_comp,res_age,hydr_hght,max_dis,max_stor,norm_stor,surf_area_km2,res_perim_km,sdi,mean_depth,mean_max_depth_ratio,mean_q,drain_area_km2,catch_surf_area_ratio,rel_depth_perc,lake_vol_m3,elev,reach_code,e2rf1,mean_v,strahler,water,wetlands,urb_grass,lo_urb_dev,hi_urb_dev,industry,for_dec,for_ever,for_mixed,shrub,grass,pasture,crops,orchards,barren,tn_bg_kg_km2_yr,tp_bg_kg_km2_yr,tn_bg_kg_km2_yr_atom,tn_kg_km2_yr,tp_kg_km2_yr,tn_point,tp_point,tn_fert,tp_fert,tn_ag_anml,tp_ag_anml,tn_forest,tp_forest,tn_barren,tp_barren,tn_shrub,tp_shrub,tn_grass,tp_grass,tn_frac,tp_frac,WinT_rcp85,WintT_abs,WinT_hist,SumT_hist,SumT_rcp85,SumT_abs,US_L3CODE,US_L3NAME,Histprecip,RCP85precip,ABSprecip
207,CA00165,37.73,-122.122,San Leandro Creek,S,1892,123,119.2,10495,NA,10281,1.3759324,12.62391234,3.035919926,30.23816588,0.253675888,19.5679,107.225586,77.92941176,0.696333837,12681407.88,NA,1.81E+13,58928,0.48,1,3.4,0.3,0.5,12.6,0,0.2,3.7,27.7,13.2,9.7,28.5,0,0,0,0.2,6,3,19,457,23,89,78,1,3,0,0,4,8,0,0,1,2,1,10,0.77027,0.30605,14.59,3.42,11.16,18.61,22.7,4.09,6,Central California Foothills and Coastal Mountains,641.02,694.78,53.77
208,CA00166,37.943,-122.26,San Pablo Creek,S,1920,95,156.6,17900,NA,43193,3.45601844,21.47831415,3.259170314,50.57716726,0.322970417,75.8118,83.2681785,24.09367681,0.734898023,53277701.64,315,1.81E+13,57998,0.87,1,5,0.4,0.9,26.1,0.2,3.6,3.3,18.7,9.3,6.6,25.3,0,0,0.1,0.5,5,3,17,1152,48,94,89,2,3,0,0,2,3,0,0,0,1,1,4,0.7443,0.25974,14.12,3.39,10.73,19.52,23.55,4.03,6,Central California Foothills and Coastal Mountains,641.02,694.78,53.77
209,CA00172,37.913,-122.208,Bear Creek,S,1964,51,261,12438,NA,67520,2.9744421,20.1973995,3.303600987,91.86373469,0.351968332,75.8118,22.273914,7.488435374,1.438805008,83284569.6,NA,1.81E+13,57998,0.87,1,5,0.4,0.9,26.1,0.2,3.6,3.3,18.7,9.3,6.6,25.3,0,0,0.1,0.5,5,3,17,1152,48,94,89,2,3,0,0,2,3,0,0,0,1,1,4,0.7443,0.25974,13.49,3.39,10.1,19.47,23.5,4.03,6,Central California Foothills and Coastal Mountains,641.02,694.78,53.77
210,CA00173,38.2252,-121.0225,Mokelumne River,SCFHR,1964,51,NA,223800,417000,NA,29.8253582,NA,NA,56.58060281,NA,NA,1603.20381,53.75305292,0.279856462,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.06,3.68,10.38,24.39,29.01,4.63,6,Central California Foothills and Coastal Mountains,641.02,694.78,53.77
211,CA00194,34.088,-117.812,Walnut Creek,CS,1928,87,135,29300,NA,16342,1.9829614,NA,NA,33.35094384,0.247044028,NA,85.728669,43.23265306,0.639751926,20157530.16,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.79,3.84,13.95,23.76,27.83,4.06,85,Southern California/Northern Baja Coast,410.75,429.54,18.8
212,CA00198,34.14,-117.71,Thompson Creek,CS,1928,87,52.3,6800,NA,543,1.3961667,NA,NA,1.57390943,0.030093871,NA,8.9613654,6.418550725,0.035980874,669779.64,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.18,3.84,13.34,23.84,27.94,4.1,85,Southern California/Northern Baja Coast,410.75,429.54,18.8
213,CA00208,37.997,-122.703,Lagunitas Creek,S,1954,61,215,20900,NA,32900,1.74419666,26.97682009,5.762194605,76.33393149,0.355041542,70.8863,57.238779,32.81670534,1.561278965,40581492,NA,1.81E+13,58062,0.84,1,1.8,1.1,0,2,0,0,2,53.9,14.1,5.7,19.3,0,0,0,0.1,8,5,21,227,15,37,37,1,1,0,0,37,37,0,0,3,4,6,21,0.84116,0.49687,14.15,3.3,10.85,19.35,23.17,3.82,1,Coast Range,2188.36,2309.88,121.52
214,CA00209,38.077,-122.753,Nicasio Creek,S,1961,54,100,30000,NA,22400,3.4195967,34.64243709,5.28464579,26.50881488,0.265088149,60.3891,92.980641,27.19053254,0.387225073,27629952,165,1.81E+13,58063,0.53,2,0.1,1.7,0,0.1,0,0,2.9,37.9,13.1,3.5,40.8,0,0,0,0,11,4,26,198,27,12,10,0,0,0,0,41,30,0,0,3,3,20,57,0.81513,0.39132,14.43,3.34,11.08,19.13,23.02,3.89,6,Central California Foothills and Coastal Mountains,641.02,694.78,53.77
215,CA00212,33.833,-117.46,Tr Cajalco Creek,IS,1938,77,250,13500,NA,182000,11.128865,38.64283381,3.267671733,66.18166625,0.264726665,NA,103.5996,9.309090909,0.535886558,224493360,1386,1.81E+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.19,3.82,13.37,24.63,28.62,3.99,85,Southern California/Northern Baja Coast,410.75,429.54,18.8
216,CA00214,34.278,-114.23,Copper Basin,S,1938,77,170.5,17720,NA,22000,1.72800922,NA,NA,51.52212996,0.30218258,NA,21.237918,12.29039813,1.058720651,27136560,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.95,4.05,14.91,33.93,38.67,4.74,81,Sonoran Basin and Range,202.48,208.09,5.61
217,CA00216,34.173,-117.88,San Gabriel River,S,NA,NA,240,210000,NA,27500,1.6996812,10.82112782,2.341443502,65.47604016,0.272816834,55.3721,543.8979,320,1.356623307,33920700,NA,1.81E+13,58898,0.5,2,0.3,0,0,0.1,0,0,0.5,36.5,4.5,52.6,4.6,0,0,0,0.8,27,5,41,58,4,10,5,1,0,0,0,20,31,2,0,30,56,1,7,0.18013,0,17.67,3.83,13.84,23.68,27.75,4.07,8,Southern California Mountains,598.97,636.73,37.76
218,CA00223,33.587,-117.072,Tucalota Creek,S,1973,42,95.5,43500,NA,43800,3.4802996,NA,NA,50.93011564,0.53329964,NA,133.384485,38.3255814,0.737440439,54026424,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.86,3.85,13.01,25.28,29.32,4.03,85,Southern California/Northern Baja Coast,410.75,429.54,18.8
219,CA00227,39.05,-121.315,Bear River,IS,1963,52,165,99281,NA,104500,8.296063,34.34632998,3.363870037,50.97549273,0.30894238,473.531,740.73714,89.28780488,0.478063971,128898660,250,1.80E+13,57545,1.19,3,0.9,0,0.1,4,0,0.5,9.4,58.8,12.4,4.7,8.5,0.4,0,0,0.4,104,15,123,369,37,40,43,1,1,0,1,39,42,1,0,2,3,2,10,0.88199,0.6656,14.15,3.7,10.44,24.73,29.51,4.77,6,Central California Foothills and Coastal Mountains,641.02,694.78,53.77
220,CA00233,41.578,-120.625,Rattlesnake Cr,IS,1921,94,40.7,20000,NA,77000,21.3269522,NA,NA,14.61097215,0.358991945,NA,277.12893,12.9943074,0.085462446,94977960,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.36,4.05,1.31,18.61,24,5.39,9,Eastern Cascades Slopes and Foothills,595.47,637.86,42.39
221,CA00234,32.99,-116.587,Boulder Creek,IS,1887,128,34.3,4536,NA,11740,3.94973536,NA,NA,12.02866091,0.350689822,NA,31.07988,7.868852459,0.163491014,14481055.2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.33,3.88,6.45,20.23,24.11,3.88,8,Southern California Mountains,598.97,636.73,37.76
222,CA00240,37.587,-120.27,Merced River,IHCSR,1966,49,464,531600,1200000,1032000,28.92290842,150.948519,7.917767892,167.902231,0.361858257,1199.03,2693.848599,93.13893942,0.843327163,1272951360,NA,1.80E+13,58798,1.75,3,0.3,0,0,0.2,0,0,2.9,57.1,5,24.6,5.8,0,0,0,4,82,11,100,173,18,2,3,0,0,0,0,38,60,12,0,16,26,2,11,0.83569,0.74122,14.39,3.75,10.64,25.93,30.62,4.69,6,Central California Foothills and Coastal Mountains,641.02,694.78,53.77
223,CA00241,37.372,-120.437,Tr Merced Rv,IS,1888,127,49,NA,NA,8101,2.02343,14.24690649,2.825344258,16.20196281,0.330652302,NA,12.8204505,6.336,0.307669285,9992421.48,76.2,1.80E+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.16,3.76,10.4,25.14,29.7,4.56,7,Central California Valley,355.22,383.48,28.26
224,CA00242,37.522,-120.309,Merced River,IHSR,1966,49,72,227500,10000,9730,1.26262032,19.12660271,4.801714573,32.05120847,0.445155673,1312.39,2685.81963,2127.179487,0.770492871,12001760.4,NA,1.80E+13,58799,1.81,3,0.6,0,0,0.2,0,0,4.3,52.6,6.1,24.5,8,0,0,0,3.5,68,11,86,152,16,3,3,0,0,0,0,38,56,11,0,16,26,2,15,0.88306,0.8994,14.56,3.75,10.81,26.06,30.71,4.65,6,Central California Foothills and Coastal Mountains,641.02,694.78,53.77
225,CA00243,37.657,-120.675,Tr Tuolumne Rv,IS,1911,104,31,NA,NA,29000,15.378068,49.13377739,3.534468834,7.631561428,0.246179401,NA,25.8999,1.684210526,0.052568202,35770920,64,1.80E+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.09,3.71,10.38,24.8,29.35,4.56,7,Central California Valley,355.22,383.48,28.26
226,CA00244,41.542,-122.375,Shasta River,IS,1928,87,73,14547,NA,50000,7.486691,NA,NA,27.02696498,0.370232397,NA,310.7988,41.51351351,0.26681665,61674000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.81,3.69,4.12,19.71,24.73,5.02,9,Eastern Cascades Slopes and Foothills,595.47,637.86,42.39
227,CA00249,39.01,-121.057,Bear River,IS,1928,87,75,27583,NA,5555,1.4568696,14.63125687,3.419528167,15.43052013,0.205740268,377.845,352.23864,241.7777778,0.345327232,6851981.4,1600,1.80E+13,57546,1.36,2,1.3,0,0,2.9,0,0.4,4.2,72.6,10,4.2,3.7,0,0,0,0.7,147,17,168,371,28,28,33,1,1,0,0,49,57,1,0,2,4,1,5,0.82224,0.50315,12.76,3.69,9.07,23.46,28.31,4.85,6,Central California Foothills and Coastal Mountains,641.02,694.78,53.77
228,CA00253,39.273,-120.928,Deer Creek,IHS,1948,67,165,28000,NA,49000,2.9339735,NA,NA,67.58605174,0.409612435,NA,51.7998,17.65517241,1.065834039,60440520,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.11,3.76,6.35,20.75,25.71,4.96,5,Sierra Nevada,1046.71,1142.74,96.03
229,CA00255,39.1356,-120.953,Bear River,SIHR,1965,50,211,60000,65988,65988,3.35080008,32.32426516,4.981375648,79.69546922,0.377703646,188.545,269.35896,80.38647343,1.176034267,81394878.24,NA,1.80E+13,57547,1.26,1,1.3,0,0,0.9,0,0.6,2,81.3,7.3,3.6,2.2,0,0,0,0.9,193,21,218,397,35,9,12,0,1,0,0,63,79,2,1,2,4,1,4,0.76742,0.47892,12.26,3.74,8.52,23.21,28.14,4.93,5,Sierra Nevada,1046.71,1142.74,96.03
230,CA00265,37.875,-120.603,Stanislaus Rv,IHSR,1958,57,200,13900,68400,68400,5.0990436,44.77545558,5.593588862,54.28558966,0.271427948,750.707,2499.599349,490.2095238,0.649382828,84370032,510,1.80E+13,58779,1.45,3,1.8,0,0,0.5,0,0,2.9,62.4,4.6,15.4,9.2,0.4,0,0,2.8,47,9,59,188,12,7,9,0,0,0,1,45,58,6,0,9,15,2,16,0.86634,0.77447,14.33,3.72,10.61,24.47,29.13,4.66,6,Central California Foothills and Coastal Mountains,641.02,694.78,53.77
231,CA00276,37.862,-120.877,Simmons Creek,IHS,1918,97,NA,900,NA,35000,9.82172922,53.06828528,4.776788008,14.4210629,NA,NA,31.07988,3.164400494,0.12429793,43171800,64,1.80E+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.82,3.68,10.14,24.57,29.11,4.55,6,Central California Foothills and Coastal Mountains,641.02,694.78,53.77
232,CA00277,39.763,-121.527,Concow Creek,IHS,1925,90,92.25,1048,NA,6370,1.1331208,NA,NA,22.74994777,0.2466119,NA,38.5390512,34.01142857,0.577301786,7857267.6,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.41,3.66,8.75,23.41,28.32,4.91,5,Sierra Nevada,1046.71,1142.74,96.03
233,CA00279,37.612,-120.593,Tr Tuolumne Rv,HS,1915,100,36,2300,NA,45600,13.1927636,54.63613223,4.243331374,13.98769795,0.388547165,NA,26.935896,2.041717791,0.104025296,56246688,73.2,1.80E+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.07,3.73,10.34,24.93,29.5,4.57,7,Central California Valley,355.22,383.48,28.26
234,CA00281,37.7,-120.42,Tuolumne River,ICS,1971,44,543,658906,NA,2030000,52.4473056,261.6903242,10.19344456,156.6354429,0.288463062,2311.28,3993.76458,76.14814815,0.584236992,2503964400,243.8,1.80E+13,57883,2.23,3,1.8,0,0,0.8,0,0.1,3.3,49.8,4.6,23.4,10,0,0,0,6.2,91,13,109,217,16,10,14,0,0,0,0,30,49,18,0,13,21,2,16,0.91983,0.9422,14.34,3.74,10.6,25.3,29.97,4.66,6,Central California Foothills and Coastal Mountains,641.02,694.78,53.77
235,CA00283,33.2407,-116.7634,San Luis Rey River,IHRS,1922,93,117,83000,51744,NA,8.97998234,NA,NA,23.31855846,0.199303918,NA,533.53794,59.41415052,0.210196055,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88,3.88,9,22.23,26.17,3.94,8,Southern California Mountains,598.97,636.73,37.76
236,CA00285,38.157,-121.297,Mokelumne Rv,ISR,1910,105,15.5,28300,NA,2464,1.91821164,NA,NA,5.198300303,0.335374213,NA,1727.52333,900.5907173,0.101385,3039294.72,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.08,3.68,10.41,23.27,27.81,4.54,7,Central California Valley,355.22,383.48,28.26
237,CA00287,37.118,-121.548,Coyote Creek,IS,1936,79,115.2,54766,NA,23666,2.5697561,14.29334054,2.515258813,37.26920578,0.323517411,39.766,310.280802,120.7433071,0.628007439,29191537.68,NA,1.81E+13,58941,0.42,2,0.2,0,0,0.1,0,0,17.9,14.3,25.4,17.1,25.1,0,0,0,0,1,1,4,44,5,22,15,0,0,0,0,37,38,0,0,11,13,9,33,0.32455,0.12208,13.42,3.47,9.95,21.57,25.6,4.03,6,Central California Foothills and Coastal Mountains,641.02,694.78,53.77
238,CA00288,37.183,-121.792,Calero Creek,ISR,1935,80,83.9,4896,NA,9850,1.36379182,12.82550552,3.098099363,29.22841955,0.348372104,NA,18.4925286,13.55964392,0.676070358,12149778,485,1.81E+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.41,3.48,10.94,20.38,24.4,4.02,6,Central California Foothills and Coastal Mountains,641.02,694.78,53.77
239,CA00293,37.202,-121.988,Los Gatos Crk,IS,1953,62,188,49959,NA,21430,1.821087,13.68513964,2.86074256,47.6221129,0.253309111,28.0005,71.742723,39.39555556,0.95324364,26433476.4,654,1.81E+13,58026,0.56,1,0.5,0,0,3,0,0,4.4,52.6,8.9,19,11.5,0,0,0,0,8,4,22,158,17,54,41,1,2,0,0,24,33,0,0,7,12,2,12,0.57768,0.22566,14.35,3.44,10.91,20.36,24.31,3.96,6,Central California Foothills and Coastal Mountains,641.02,694.78,53.77
240,CA00294,37.1676,-121.6308,Coyote Creek,SIHRC,1950,65,185,57400,89073,89073,5.0383407,35.05938593,4.406110964,71.54441407,0.386726563,36.6452,500.904066,99.4184739,0.860979019,109869764,NA,1.81E+13,58938,0.4,2,0.4,0,0,0.5,0,0,16.5,11.6,27,12.5,30.8,0,0.6,0,0,1,1,5,42,3,28,13,7,8,0,1,31,30,0,0,6,6,10,41,0.35494,0.13025,14.41,3.5,10.91,20.81,24.88,4.07,6,Central California Foothills and Coastal Mountains,641.02,694.78,53.77
241,CA00298,33.785,-117.723,Santiago Creek,IS,1933,82,120,46000,NA,25000,2.630459,11.11634418,1.933486337,38.46145017,0.320512085,5.0269,163.428369,62.12923077,0.640575744,30837000,NA,1.81E+13,58367,0.23,2,1.1,0,0.5,6.1,1.5,1.6,1.2,9.9,1.9,70.5,4.7,0.2,0.1,0,0.5,0,0,1,95,2,95,84,1,4,0,0,0,1,0,0,2,9,0,1,0.08282,0.01512,18.33,3.78,14.55,23.33,27.17,3.84,85,Southern California/Northern Baja Coast,410.75,429.54,18.8
242,CA00300,41.222,-120.41,West Valley Cr,IS,1936,79,53.7,8551,NA,23000,4.249203,NA,NA,21.90471162,0.407908969,NA,352.23864,82.8952381,0.28704131,28370040,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45,4.07,1.38,17.87,23.25,5.39,9,Eastern Cascades Slopes and Foothills,595.47,637.86,42.39
243,CA00326,40.1154,-121.1461,Butt Creek,H,1924,91,70,20000,49897,49800,6.474976,NA,NA,31.18555341,0.445507906,NA,216.264165,33.4,0.331051055,61427304,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.15,3.79,3.36,18.64,23.71,5.07,5,Sierra Nevada,1046.71,1142.74,96.03
244,CA00327,40.1744,-121.0888,North Fork Feather River,H,1927,88,90,70000,1142964,1140000,109.524219,NA,NA,42.23179782,0.469242198,NA,1271.68509,11.61099616,0.109004666,1406167200,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3.81,2.19,17.52,22.62,5.1,4,Cascades,1710.35,1784.28,73.94
245,CA00357,39.38,-120.4963,Fordyce Creek,H,1873,142,133,17500,49903,46700,3.12417592,NA,NA,64.64104331,0.486022882,NA,82.102683,26.27979275,0.987873238,57603516,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,3.93,-0.18,13.91,18.99,5.08,5,Sierra Nevada,1046.71,1142.74,96.03
246,CA00358,39.327,-120.642,Sfk Yuba River,HS,1913,102,273.5,59000,NA,74773,2.82470828,NA,NA,107.1243959,0.391679693,NA,305.61882,108.1948424,1.721718664,92231000.04,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.87,3.87,3,17.49,22.54,5.05,5,Sierra Nevada,1046.71,1142.74,96.03
247,CA00361,39.3,-120.598,Tr Nfk American R,IHSR,1911,104,69,2690,NA,8127,1.26262032,8.824112165,2.215284576,26.04801712,0.377507495,NA,12.3024525,9.743589744,0.626179556,10024491.96,NA,1.80E+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,3.87,2.42,16.88,21.93,5.05,5,Sierra Nevada,1046.71,1142.74,96.03
248,CA00366,39.403,-120.498,Tr Fordyce Creek,HS,1864,151,33,1368,NA,4930,1.011715,NA,NA,19.71995473,0.597574386,NA,4.2734835,4.224,0.52958713,6081056.4,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71,3.93,-0.21,13.74,18.82,5.08,5,Sierra Nevada,1046.71,1142.74,96.03
249,CA00377,38.668,-120.122,Silver Fork,HS,1876,139,22,NA,NA,3840,1.5580411,13.1313451,2.967663474,9.974003077,0.453363776,NA,39.108849,25.1012987,0.215844331,4736563.2,NA,1.80E+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,3.97,-0.62,13.43,18.46,5.03,5,Sierra Nevada,1046.71,1142.74,96.03
250,CA00385,38.628,-119.94,Blue Creek,HS,1901,114,29,1488,7500,7500,1.43258844,5.187621699,1.222650889,21.18639204,0.730565243,NA,6.992973,4.881355932,0.478141992,9251100,8136,1.80E+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,4.01,-1.9,13.05,18.12,5.07,5,Sierra Nevada,1046.71,1142.74,96.03
251,CA00395,41.022,-121.675,Pit River,HS,1925,90,108,66600,NA,34600,5.1192779,NA,NA,27.35171587,0.253256628,NA,12172.953,2377.865613,0.326543337,42678408,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.63,3.8,3.82,19.66,24.81,5.15,4,Cascades,1710.35,1784.28,73.94
252,CA00398,39.407,-122.958,Eel River,HS,1921,94,124.6,127000,NA,73000,8.09372,43.91923161,4.354873423,36.49991621,0.292936727,450.192,745.91712,92.16,0.346559958,90044040,1818,1.80E+13,56796,1.17,3,1.1,0,0,0,0,0,4.9,55,6.4,21,11.3,0.1,0,0,0,84,11,92,126,17,1,0,1,0,0,0,55,57,0,0,17,23,5,20,0.87904,0.9122,10.43,3.42,7.02,20.64,24.93,4.29,78,Klamath Mountains/California High North Coast Range,1555.64,1626.68,71.04
253,CA00407,40.283,-121.025,Hamilton Creek,HS,1924,91,22.6,4575,NA,24800,23.471788,NA,NA,4.275852253,0.189197002,NA,409.21842,17.43448276,0.023840217,30590304,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,3.84,1.26,16.5,21.63,5.13,4,Cascades,1710.35,1784.28,73.94
254,CA00414,40.923,-121.993,Pit River,HS,1965,50,168,110000,NA,15700,1.0724179,NA,NA,59.24514701,0.352649685,NA,13001.7498,12123.77358,1.545366016,19365636,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.89,3.7,7.19,22.75,27.81,5.06,78,Klamath Mountains/California High North Coast Range,1555.64,1626.68,71.04
255,CA00416,41.1309,-122.0713,McCloud River,H,1965,50,224.5,50000,35234,35200,2.1043672,NA,NA,67.75753676,0.301815308,NA,1030.81602,489.8461538,1.261703914,43418496,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.41,3.71,4.7,19.73,24.81,5.08,78,Klamath Mountains/California High North Coast Range,1555.64,1626.68,71.04
256,CA00458,39.452,-120.29,Independence Cr,S,1939,76,27.5,1560,NA,18500,2.9339735,10.34564555,1.703822671,25.5171828,0.927897556,23.9714,19.424925,6.620689655,0.402406729,22819380,6944,1.61E+13,45167,0.52,1,5.9,0,0,0,0,0,0.3,74.8,2.7,10.9,4.2,0,0,0,1.2,172,15,196,168,3,0,1,0,0,0,0,61,76,3,1,8,14,2,8,0,0,3.37,4.01,-0.65,13.75,18.9,5.15,5,Sierra Nevada,1046.71,1142.74,96.03
257,CA00459,41.457,-120.697,Pit River,IS,1880,135,11,NA,NA,1000,2.832802,NA,NA,1.428568149,0.129869832,NA,2815.31913,993.8285714,0.022927329,1233480,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.57,4.05,1.52,18.27,23.65,5.38,9,Eastern Cascades Slopes and Foothills,595.47,637.86,42.39
258,CA00461,41.512,-120.747,Tr Pit River,IS,1917,98,36.6,3400,NA,4225,1.3354638,NA,NA,12.80300091,0.349808768,NA,31.07988,23.27272727,0.29926527,5211453,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.51,4.03,1.48,18.7,24.07,5.37,9,Eastern Cascades Slopes and Foothills,595.47,637.86,42.39
259,CA00467,41.633,-120.562,Tr Rattlesnake Cr,IS,1912,103,7,600,NA,6530,6.474976,NA,NA,4.081240631,0.583034376,NA,44.02983,6.8,0.043324516,8054624.4,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,4.06,1.24,18.45,23.86,5.4,9,Eastern Cascades Slopes and Foothills,595.47,637.86,42.39
260,CA00468,41.622,-120.56,Tr Rattlesnake Cr,IS,1912,103,8,1600,NA,3860,3.237488,NA,NA,4.824988923,0.603123615,NA,72.51972,22.4,0.07243573,4761232.8,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33,4.06,1.27,18.49,23.89,5.4,9,Eastern Cascades Slopes and Foothills,595.47,637.86,42.39
261,CA00475,41.398,-120.467,Tr Sfk Pit River,IS,1928,87,8.3,2880,NA,2850,2.12864836,NA,NA,5.418238512,0.652799821,NA,11.654955,5.475285171,0.100315204,3515418,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.74,4.06,1.68,18.36,23.75,5.39,9,Eastern Cascades Slopes and Foothills,595.47,637.86,42.39
