FID,UID,SITE_ID,VISIT_NO,INDEX_NLA,AGGR_ECO3_,AGGR_ECO9_,AREA_HA,COMID2012,ELEVATION,EPA_REG,LAKE_ORIGI,STATE,WGT_ALL,REF_NLA12_,RT_NLA12,RT_NLA12_B,RT_NLA12_Z,CHLX_RESUL,CHLX_UNITS,INDEX_SITE,INDEX_LAT_,INDEX_LON_,COLOR_RESU,COLOR_UNIT,CHLORIDE_R,CHLORIDE_U,NTL_RESULT,NTL_UNITS,PTL_RESULT,PTL_UNITS,TROPHIC_ST,BENT_COND,MMI_BENT_N,ZOOP_COND,MMI_ZOOP_N,AMITOTAL,HORIZDD,LitCvrQc3O,LitRipCvrQ,RDis_IX,RVegQc3OE,VERTDD,MICX_RESUL,MICX_UNITS,ATRAZINE_R,ATRAZINE_U,TOTALHG_RE,TOTALHG_UN,METHYLMERC,METHYLME_1,NAME
288,8482,NLA12_OK-101,2,N,PLNLOW,SPL,533.1240464,6027864,281.09,Region_6,MAN_MADE,OK,2.684319352, ,S,S,S,15.1,ug/L,8.4,34.95949,-96.70762,14,APHA Pt-Co,184,mg/L,1.19,mg/L,86,ug/L,EUTROPHIC,Fair,31.6,Good,52.82,0.665,3.57,0.399875971,1.001860252,0.321396731,1.425765978,0.76,0.08462,ppb,0.1,ppb,NA,NA,NA,NA,Canadian
289,7023,NLA12_OK-105,1,Y,PLNLOW,SPL,637.1498901,167300171,378.73,Region_6,MAN_MADE,OK,2.684319352, ,T,T,T,33.9,ug/L,1.7,35.497758,-97.678947,56,APHA Pt-Co,152,mg/L,1.11,mg/L,344,ug/L,MESOTROPHIC,Poor,15.2,Good,47.92,0.005,32.46,0.746111277,0.480615894,0.602347672,0.320929232,0.42,0.14166,ppb,0.08,ppb,9.4,ng/g,0.12,ng/g,Canadian
290,7028,NLA12_OK-106,1,Y,PLNLOW,SPL,3254.786291,389774,492.49,Region_6,MAN_MADE,OK,2.684319352, ,S,S,S,26.8,ug/L,3.5,36.133833,-98.608725,42,APHA Pt-Co,224,mg/L,0.97,mg/L,71,ug/L,MESOTROPHIC,Not Assessed,NA,Fair,37.4,0,64.3,0.020444178,0.328052955,0.490794979,0.539228999,1.48,0.20405,ppb,0,ppb,17.46,ng/g,0.2,ng/g,Canadian
291,6555,NLA12_OK-108,1,Y,PLNLOW,SPL,285.7856406,534935,236.95,Region_6,MAN_MADE,OK,2.684319352,R,R,R,R,4.56,ug/L,5.7,35.52486,-96.321983,22,APHA Pt-Co,19.1,mg/L,0.56,mg/L,5,ug/L,MESOTROPHIC,Good,67,Fair,39.93,0.3925,0,1.392648496,0.997115391,0.388581315,0.767525154,0,0.12229,ppb,0,ppb,45.05,ng/g,0.23,ng/g,Canadian
292,7059,NLA12_OK-117,1,Y,PLNLOW,SPL,28.6262314,390512,418.38,Region_6,MAN_MADE,OK,6.601996359, ,T,T,T,109,ug/L,1,35.52878,-98.026762,56,APHA Pt-Co,68.6,mg/L,3.28,mg/L,490,ug/L,EUTROPHIC,Poor,26.6,Fair,40.85,0,2.9,0.308687331,0.31559965,0.923566879,0.329456853,0.29,0.28341,ppb,0,ppb,16.86,ng/g,0.25,ng/g,Canadian
293,6556,NLA12_OK-135,1,Y,PLNLOW,SPL,204.276484,539805,201.28,Region_6,MAN_MADE,OK,0.298382086, ,T,T,T,6.41,ug/L,6,35.409582,-95.931997,724,APHA Pt-Co,4.4,mg/L,1.63,mg/L,150,ug/L,MESOTROPHIC,Good,49.2,Poor,29.02,0.2925,0,1.051398823,0.925251922,0.336842105,0.869980306,0,0.11213,ppb,0,ppb,76.45,ng/g,0.34,ng/g,Canadian
294,7286,NLA12_OK-296,1,Y,PLNLOW,SPL,3.40241209,417619,230.81,Region_6,MAN_MADE,OK,349.6923077, ,S,S,S,93.6,ug/L,1.3,35.177579,-96.366777,60,APHA Pt-Co,14.4,mg/L,3.14,mg/L,327,ug/L,MESOTROPHIC,Poor,27.6,Good,81.13,0.025,2.87,0.236925402,0.177504596,0.922436527,0.143832444,0.25,0.13292,ppb,0,ppb,34.41,ng/g,0.64,ng/g,Canadian
295,7364,NLA12_OK-306,1,Y,PLNLOW,SPL,6.682644404,532001,309.5,Region_6,MAN_MADE,OK,47.27999775, ,S,S,S,2.32,ug/L,3.1,35.8307,-97.2702,20,APHA Pt-Co,37.7,mg/L,0.57,mg/L,5,ug/L,EUTROPHIC,Good,59.4,Good,47.97,0.6,1.25,0.244115627,0.563639353,0.206436097,0.789583877,0.4,0.08618,ppb,0,ppb,24.22,ng/g,0.45,ng/g,Canadian
296,1000073,NLA12_TX-103,1,Y,PLNLOW,SPL,6559.394263,19980072,894.9,Region_6,MAN_MADE,TX,7.741669458, ,S,S,S,14.5,ug/L,6,35.71128,-101.56682,10,APHA Pt-Co,1291.575,mg/L,0.97,mg/L,49,ug/L,MESOTROPHIC,Not Assessed,NA,Poor,20.62,0.0625,289,0.791545228,1.183029406,0.522222222,1.474417127,10,0.0591,ppb,0.15,ppb,17.36,ng/g,0.08,ng/g,Canadian
297,6604,NLA12_IA-101,1,Y,PLNLOW,TPL,362.6214389,6586831,372.61,Region_7,NATURAL,IA,13.55281114, ,S,S,S,79.8,ug/L,6.7,43.14272,-94.6594,17,APHA Pt-Co,17.711,mg/L,2.234,mg/L,144,ug/L,EUTROPHIC,Poor,8.3,Poor,25.85,0.005,0,0.92223921,0.698288887,0.618421053,0.717737684,0,0.76837,ppb,0.08,ppb,32.02,ng/g,1.1,ng/g,Upper Mississippi
298,7242,NLA12_IA-101,2,N,PLNLOW,TPL,362.6214389,6586831,372.61,Region_7,NATURAL,IA,13.55281114, ,S,S,S,90.667,ug/L,7.1,43.14305,-94.65917,13,APHA Pt-Co,19.376,mg/L,2.146,mg/L,208,ug/L,EUTROPHIC,Not Assessed,NA,Poor,16.82,0.03,0,0.376228269,0.365909604,0.804761905,0.429320594,0,0.29276,ppb,0,ppb,NA,NA,NA,NA,Upper Mississippi
299,6789,NLA12_IA-103,1,Y,PLNLOW,TPL,6.618384421,22249917,238.24,Region_7,MAN_MADE,IA,661.660765,R,R,R,R,4.12,ug/L,6.2,41.43827,-93.55247,5,APHA Pt-Co,4.719,mg/L,0.401,mg/L,18,ug/L,MESOTROPHIC,Good,50.9,Good,58.23,0.6375,0,0.741323661,0.858701457,0.414285714,0.960966712,0,0.12458,ppb,0.43,ppb,45.25,ng/g,0.79,ng/g,Upper Mississippi
300,7017,NLA12_IA-104,1,Y,PLNLOW,TPL,50.17118056,6995221,238.83,Region_7,MAN_MADE,IA,12.30820672, ,S,S,S,4.8,ug/L,7,41.47612,-92.45882,12,APHA Pt-Co,8.154,mg/L,0.699,mg/L,22,ug/L,HYPEREUTROPHIC,Good,49,Poor,29.45,0.6725,0,0.652488737,1.392137557,0.427777778,1.917748426,0,0.08712,ppb,0.9,ppb,43.48,ng/g,0.44,ng/g,Upper Mississippi
301,6530,NLA12_IA-105,1,Y,PLNLOW,TPL,176.3473158,6606432,370.08,Region_7,NATURAL,IA,13.55281114, ,T,T,T,91.9,ug/L,2.8,42.47935,-94.63545,17,APHA Pt-Co,22.418,mg/L,3.05,mg/L,193,ug/L,EUTROPHIC,Fair,36.2,Fair,42.88,0.01,0,0.433816595,0.204663591,0.901960784,0.129060265,0,0.75046,ppb,0.19,ppb,85.2,ng/g,0.51,ng/g,Upper Mississippi
302,6768,NLA12_IA-106,1,Y,PLNLOW,TPL,93.28222097,22249857,278.75,Region_7,MAN_MADE,IA,12.30820672, ,S,S,S,87.7,ug/L,4.7,41.47125,-93.91265,13,APHA Pt-Co,8.15,mg/L,1.271,mg/L,241,ug/L,HYPEREUTROPHIC,Good,42.9,Good,74.88,0.4325,0,0.562294094,0.829984435,0.385744235,1.029852733,0,0.268,ppb,0.51,ppb,43.81,ng/g,0.95,ng/g,Upper Mississippi
303,6416,NLA12_IA-107,1,Y,PLNLOW,TPL,300.5586655,6565649,380.53,Region_7,NATURAL,IA,50.46729597, ,T,T,T,104,ug/L,2.8,43.3894,-93.5023,24,APHA Pt-Co,15.488,mg/L,4.738,mg/L,493,ug/L,HYPEREUTROPHIC,Poor,22.4,Good,48.33,0.01,0,0.372211288,0.733603882,0.361904762,1.050715044,0,0.91211,ppb,0.13,ppb,80.32,ng/g,1.2,ng/g,Upper Mississippi
304,6541,NLA12_IA-120,1,Y,PLNLOW,TPL,1223.533265,6606076,426.54,Region_7,NATURAL,IA,6.018682365, ,S,S,S,6.613333333,ug/L,2.8,42.6173,-95.18962,9,APHA Pt-Co,27.341,mg/L,0.958,mg/L,191,ug/L,EUTROPHIC,Not Assessed,NA,Poor,5.22,0,0,0.067326462,0.277791166,0.8,0.434474968,0,0.14854,ppb,0.36,ppb,50.96,ng/g,0.44,ng/g,Upper Mississippi
305,7371,NLA12_IA-120,2,N,PLNLOW,TPL,1223.533265,6606076,426.54,Region_7,NATURAL,IA,6.018682365, ,S,S,T,21.72,ug/L,3.6,42.62178,-95.18317,7,APHA Pt-Co,29.244,mg/L,0.531,mg/L,151,ug/L,EUTROPHIC,Not Assessed,NA,Poor,14.43,0,0,0,0.09238355,0.829679144,0.155624134,0,0.8672,ppb,0.37,ppb,NA,NA,NA,NA,Upper Mississippi
306,7041,NLA12_IA-127,1,Y,PLNLOW,TPL,34.71897683,5798096,249.34,Region_7,MAN_MADE,IA,23.15884301, ,S,S,S,14.34666667,ug/L,6.6,40.76008,-92.44237,15,APHA Pt-Co,6.575,mg/L,0.86,mg/L,50,ug/L,EUTROPHIC,Good,42.1,Fair,34.97,0.1375,0,0.112038142,0.17131548,0.841269841,0.215205485,0,0,ppb,1.81,ppb,56,ng/g,0.35,ng/g,Upper Mississippi
307,6464,NLA12_IA-132,1,Y,PLNLOW,TPL,41.07701142,6570446,372.18,Region_7,NATURAL,IA,6.77569055, ,S,S,S,91.2,ug/L,2.4,42.83798,-93.69217,17,APHA Pt-Co,7.301,mg/L,2.401,mg/L,240,ug/L,EUTROPHIC,Poor,20.6,Fair,42.73,0,0.2,0.218371916,0.53715707,0.364285714,0.79628459,0,1.06283,ppb,0.11,ppb,70.56,ng/g,0.46,ng/g,Upper Mississippi
308,7125,NLA12_IA-134,1,Y,PLNLOW,TPL,41.29238706,17538073,283.57,Region_7,MAN_MADE,IA,6.77569055, ,S,S,S,86,ug/L,2.9,42.12703,-92.72253,25,APHA Pt-Co,15.212,mg/L,1.354,mg/L,175,ug/L,HYPEREUTROPHIC,Poor,26.9,Poor,24.65,0.035,0,0.759481596,0.770113583,0.919354839,0.799843445,0,0.69398,ppb,0.17,ppb,39.68,ng/g,0.7,ng/g,Upper Mississippi
309,6915,NLA12_IA-150,1,Y,PLNLOW,TPL,24.79077921,6603450,316.07,Region_7,MAN_MADE,IA,6.77569055, ,S,S,S,72.8,ug/L,6.4,42.4328,-93.7963,20,APHA Pt-Co,14.949,mg/L,2.034,mg/L,62,ug/L,EUTROPHIC,Fair,38.8,Poor,27.48,0.6175,0,0.415246507,1.337121886,0.572727273,1.980461453,0,0.19615,ppb,0.37,ppb,41.38,ng/g,0.95,ng/g,Upper Mississippi
310,8327,NLA12_IL-103,1,Y,PLNLOW,TPL,42.64361798,6961999,229.16,Region_5,MAN_MADE,IL,13.83703919, ,S,S,S,30.08,ug/L,7.7,40.98843,-90.406007,19,APHA Pt-Co,53.178,mg/L,1.133,mg/L,68,ug/L,EUTROPHIC,Good,48.7,Fair,37.73,0.2875,0.1,1.936370775,1.700509735,0.427117385,1.596295537,0.02,4.57725,ppb,0.44,ppb,50,ng/g,1.1,ng/g,Upper Mississippi
311,8778,NLA12_IL-103,2,N,PLNLOW,TPL,42.64361798,6961999,229.16,Region_5,MAN_MADE,IL,13.83703919, ,S,S,S,43.84,ug/L,7.5,40.987663,-90.406971,11,APHA Pt-Co,53.912,mg/L,1.17,mg/L,75,ug/L,NA,Fair,36.6,Poor,30.62,0.045,20.45,0.423256426,0.437570555,0.697262005,0.459881513,1.8,6.25855,ppb,0.43,ppb,NA,NA,NA,NA,Upper Mississippi
312,7933,NLA12_IL-112,1,Y,PLNLOW,TPL,1.852140246,13783650,129.26,Region_5,MAN_MADE,IL,1019.5, ,S,S,S,24.8,ug/L,2.8,37.82058,-88.90097,11,APHA Pt-Co,2.91,mg/L,1.35,mg/L,69,ug/L,OLIGOTROPHIC,Fair,30.2,Good,52.65,0.04,0.75,0.193410018,0.584563208,0.558490566,0.858042277,0.17,0.32992,ppb,0.07,ppb,86.02,ng/g,0.61,ng/g,Upper Mississippi
313,7385,NLA12_IL-120,1,Y,PLNLOW,TPL,6.987920243,3622797,152.77,Region_5,MAN_MADE,IL,133.8869592, ,S,S,S,48.64,ug/L,7,38.750644,-89.992363,16,APHA Pt-Co,57.808,mg/L,1.198,mg/L,109,ug/L,EUTROPHIC,Fair,36.7,Fair,37.08,0.27,0.05,0.368395634,1.135825562,0.504085603,1.672055452,0.01,0.04569,ppb,2.62,ppb,67.8,ng/g,2.8,ng/g,Upper Mississippi
314,7124,NLA12_MN-101,1,Y,PLNLOW,UMW,145.755289,4831078,412.98,Region_5,NATURAL,MN,173.6545526, ,S,S,S,8.016,ug/L,10,47.58691,-93.37936,52,APHA Pt-Co,1.778,mg/L,0.524,mg/L,22,ug/L,MESOTROPHIC,Fair,55.4,Fair,63.95,1.185,0,1.447265975,1.317427274,0.355791962,1.330928221,0,0,ppb,0,ppb,127.91,ng/g,2.7,ng/g,Upper Mississippi
315,8308,NLA12_MN-101,2,N,PLNLOW,UMW,145.755289,4831078,412.98,Region_5,NATURAL,MN,173.6545526, ,S,S,S,27.73333333,ug/L,9.8,47.58658,-93.37939,32,APHA Pt-Co,1.817,mg/L,0.785,mg/L,42,ug/L,MESOTROPHIC,Poor,30.6,Good,67.12,0.9875,0,1.583155765,1.009423027,0.538709677,0.769914122,0,0.32,ppb,0,ppb,NA,NA,NA,NA,Upper Mississippi
316,7748,NLA12_MN-103,1,Y,PLNLOW,UMW,91.63863792,4855943,384.85,Region_5,NATURAL,MN,157.7072156, ,S,S,S,13.984,ug/L,2,46.43682,-93.95959,62,APHA Pt-Co,1.2,mg/L,0.688,mg/L,36,ug/L,MESOTROPHIC,Fair,48.6,Poor,40.88,0.9075,0,1.034665908,0.8859765,0.332142857,0.862722622,0,0,ppb,0.08,ppb,133.33,ng/g,1.9,ng/g,Upper Mississippi
317,7765,NLA12_MN-106,1,Y,PLNLOW,UMW,467.7618235,4966619,413.52,Region_5,NATURAL,MN,8.464641162, ,T,T,T,2.92,ug/L,17.5,45.915128,-95.40661,10,APHA Pt-Co,16.612,mg/L,0.633,mg/L,48,ug/L,MESOTROPHIC,Poor,44,Poor,49.17,0.555,0,0.237400844,0.28597949,0.742473118,0.329352152,0,0,ppb,0.08,ppb,61.89,ng/g,0.41,ng/g,Upper Mississippi
318,6602,NLA12_MN-107,1,Y,PLNLOW,UMW,219.651007,4251924,294.56,Region_5,NATURAL,MN,8.464641162, ,T,T,T,41.76,ug/L,14.5,45.11686,-94.17382,32,APHA Pt-Co,20.804,mg/L,4.063,mg/L,98,ug/L,MESOTROPHIC,Poor,45.5,Poor,38.72,0.065,0,0.659896604,0.619868594,0.635057471,0.637317801,0,0,ppb,0,ppb,42.55,ng/g,1.6,ng/g,Upper Mississippi
319,6686,NLA12_MN-108,1,Y,PLNLOW,UMW,105.3593499,4818363,402.25,Region_5,NATURAL,MN,1247.570865, ,S,S,S,3.52,ug/L,24,47.07401,-94.60194,11,APHA Pt-Co,1.876,mg/L,0.395,mg/L,21,ug/L,OLIGOTROPHIC,Poor,39.4,Good,69.52,0.535,0,0.898134297,0.826717396,0.482608696,0.840489583,0,0,ppb,0,ppb,107.14,ng/g,1.2,ng/g,Upper Mississippi
320,7411,NLA12_MN-110,1,Y,PLNLOW,UMW,144.0471314,4857807,357.17,Region_5,NATURAL,MN,173.6545526, ,S,S,S,12.16,ug/L,4.8,46.23717,-94.3388,32,APHA Pt-Co,2.427,mg/L,0.791,mg/L,40,ug/L,MESOTROPHIC,Good,60.1,Fair,57.53,0.6125,0,0.372088758,0.572897705,0.779518072,0.714309213,0,0,ppb,0,ppb,140.85,ng/g,0.81,ng/g,Upper Mississippi
321,6472,NLA12_MN-111,1,Y,PLNLOW,UMW,63.74591101,1099282,270.25,Region_5,NATURAL,MN,157.7072156, ,S,S,S,2.688,ug/L,9.1,45.06984,-93.12294,14,APHA Pt-Co,63.877,mg/L,0.679,mg/L,20,ug/L,MESOTROPHIC,Poor,37.2,Good,66.27,0.51,0,0.610071664,0.587896092,0.607142857,0.612762927,0,0,ppb,0.13,ppb,141.46,ng/g,2.1,ng/g,Upper Mississippi
322,7942,NLA12_MN-112,1,Y,PLNLOW,UMW,186.683289,10595596,300.84,Region_5,NATURAL,MN,264.3869367, ,T,T,T,92.8,ug/L,3.1,44.20412,-93.89365,38,APHA Pt-Co,17.747,mg/L,2.894,mg/L,159,ug/L,HYPEREUTROPHIC,Fair,48.2,Poor,49.8,0.2425,0,0.373156662,0.205820852,0.296969697,0.130457671,0,1.3,ppb,0.13,ppb,49.7,ng/g,1.4,ng/g,Upper Mississippi
323,7243,NLA12_MN-113,1,Y,PLNLOW,TPL,34.05383469,4123850,521.78,Region_5,NATURAL,MN,716.0044115, ,T,T,T,203.4,ug/L,1.6,44.4306,-96.28825,25,APHA Pt-Co,10.431,mg/L,3.844,mg/L,236,ug/L,HYPEREUTROPHIC,Fair,39.6,Good,51.1,0.155,0,1.618200065,1.52982295,0.482608696,1.772443982,0,2.79,ppb,0.07,ppb,54.05,ng/g,0.62,ng/g,Upper Mississippi
324,7971,NLA12_MN-114,1,Y,PLNLOW,UMW,72.6803554,4251634,361.19,Region_5,NATURAL,MN,8.464641162, ,T,T,T,115.7333333,ug/L,3.1,45.24244,-94.94876,32,APHA Pt-Co,32.631,mg/L,3.006,mg/L,159,ug/L,HYPEREUTROPHIC,Poor,34.2,Poor,55.72,0.4475,0,0.561072785,1.130847266,0.471428571,1.501332538,0,0.92,ppb,0,ppb,122.54,ng/g,2.8,ng/g,Upper Mississippi
325,7141,NLA12_MN-116,1,Y,PLNLOW,UMW,80.6717677,1101812,248.15,Region_5,NATURAL,MN,157.7072156, ,T,T,T,26.24,ug/L,8.5,44.90729,-93.24242,15,APHA Pt-Co,84.169,mg/L,1.026,mg/L,30,ug/L,EUTROPHIC,Fair,45.8,Poor,51.67,0.2475,0,1.577881184,0.882615323,0.900990099,0.571194224,0,0.17,ppb,0.11,ppb,134.07,ng/g,0.93,ng/g,Upper Mississippi
326,6471,NLA12_MN-118,1,Y,PLNLOW,UMW,70.19571133,2354274,302.17,Region_5,NATURAL,MN,8.464641162, ,T,T,T,122.4,ug/L,1,44.94231,-94.03167,29,APHA Pt-Co,149.797,mg/L,4.9,mg/L,524,ug/L,HYPEREUTROPHIC,Not Assessed,NA,Fair,58.42,0.005,0,0.083059618,0.123097554,0.317441861,0.151844174,0,0.54,ppb,0.36,ppb,126.98,ng/g,1.8,ng/g,Upper Mississippi
327,7737,NLA12_MN-119,1,Y,PLNLOW,TPL,4821.588144,167122203,294.63,Region_5,MAN_MADE,MN,5.9182122, ,S,S,S,38.28,ug/L,4,45.363887,-96.498302,25,APHA Pt-Co,16.47,mg/L,1.364,mg/L,152,ug/L,HYPEREUTROPHIC,Fair,30.7,Poor,11.2,0.2475,0,0.165775615,0.480466346,0.757407407,0.700786585,0,0,ppb,0.16,ppb,64.98,ng/g,0.26,ng/g,Upper Mississippi
328,7723,NLA12_MN-121,1,Y,PLNLOW,UMW,907.0460674,4415506,365.04,Region_5,NATURAL,MN,173.6545526, ,T,T,T,18.5,ug/L,9.5,45.310726,-95.092222,14,APHA Pt-Co,14.905,mg/L,1.453,mg/L,54,ug/L,EUTROPHIC,Fair,54.5,Fair,60.35,0.64,0,0.475471556,0.500848334,0.862280702,0.545355836,0,0.18,ppb,0.09,ppb,44.87,ng/g,0.19,ng/g,Upper Mississippi
329,6548,NLA12_MN-122,1,Y,PLNLOW,UMW,428.302632,167122195,322.88,Region_5,NATURAL,MN,173.6545526, ,S,S,S,3.424,ug/L,4,45.00069,-94.33132,23,APHA Pt-Co,21.346,mg/L,0.791,mg/L,38,ug/L,EUTROPHIC,Poor,27.8,Fair,61.58,0.61,0,1.465756244,1.129315256,0.77704918,1.022274862,0,0,ppb,0.07,ppb,82.9,ng/g,0.6,ng/g,Upper Mississippi
330,7061,NLA12_MN-123,1,Y,PLNLOW,TPL,2.270237866,4083178,308.06,Region_5,MAN_MADE,MN,222.5049202, ,S,S,S,20.4,ug/L,4.8,45.26571,-96.36917,28,APHA Pt-Co,11.398,mg/L,1.31,mg/L,91,ug/L,EUTROPHIC,Good,58.7,Poor,27.87,0.11,0,0.754958247,0.526034708,0.396153846,0.391644608,0,0,ppb,0,ppb,41.1,ng/g,0.1,ng/g,Upper Mississippi
331,8283,NLA12_MN-123,2,N,PLNLOW,TPL,2.270237866,4083178,308.06,Region_5,MAN_MADE,MN,222.5049202, ,S,S,S,2.976,ug/L,4.9,45.26574,-96.36928,18,APHA Pt-Co,13.302,mg/L,1.231,mg/L,93,ug/L,EUTROPHIC,Good,55.3,Good,43.03,0.64,0,0.500363109,0.77136704,0.495833333,0.971672832,0,0,ppb,0,ppb,NA,NA,NA,NA,Upper Mississippi
332,7381,NLA12_MN-126,1,Y,PLNLOW,UMW,1.504053802,4821597,420.17,Region_5,NATURAL,MN,916.6078921,R,R,R,R,14.048,ug/L,2.5,46.98765,-94.46769,20,APHA Pt-Co,0.036,mg/L,0.766,mg/L,28,ug/L,EUTROPHIC,Good,76.1,Good,80.9,0.7225,0,1.463026294,0.922102769,0,0.694450317,0,0.19,ppb,0,ppb,112.75,ng/g,0.81,ng/g,Upper Mississippi
333,6526,NLA12_MN-132,1,Y,PLNLOW,UMW,45.88686424,4972235,357.09,Region_5,NATURAL,MN,112.8362996, ,S,S,S,5.245714286,ug/L,12,45.52968,-94.53248,25,APHA Pt-Co,12.753,mg/L,0.976,mg/L,38,ug/L,MESOTROPHIC,Poor,34,Fair,56.15,1.0675,0,1.081433192,1.116592769,0.12962963,1.204535396,0,0,ppb,0,ppb,34.1,ng/g,1,ng/g,Upper Mississippi
334,7945,NLA12_MN-135,1,Y,PLNLOW,TPL,22.56591079,4120344,347.04,Region_5,NATURAL,MN,43.59310615, ,S,S,S,80,ug/L,1.1,45.17613,-95.14776,31,APHA Pt-Co,18.692,mg/L,3.875,mg/L,259,ug/L,HYPEREUTROPHIC,Poor,29,Good,55.13,0.4575,0,1.494351835,1.100114906,0.507142857,1.110162426,0,0.41,ppb,0.07,ppb,NA,NA,NA,NA,Upper Mississippi
335,8135,NLA12_MN-136,1,Y,PLNLOW,UMW,3.398836968,4980366,421.94,Region_5,NATURAL,MN,520.1463072, ,S,S,S,13.44,ug/L,1.7,45.86642,-95.29559,30,APHA Pt-Co,0.355,mg/L,0.904,mg/L,82,ug/L,HYPEREUTROPHIC,Fair,49.8,Good,74.4,1.1675,0,0.741319416,0.300204109,0.17962963,0.086470835,0,0,ppb,0,ppb,123.66,ng/g,2.6,ng/g,Upper Mississippi
336,8295,NLA12_MN-144,1,Y,PLNLOW,UMW,5.551280412,4620680,378.13,Region_5,NATURAL,MN,202.4419184, ,S,S,S,1.632,ug/L,1.8,46.64996,-94.12583,30,APHA Pt-Co,2.382,mg/L,0.67,mg/L,25,ug/L,EUTROPHIC,Fair,57.3,Poor,41.8,0.8375,0,1.005514939,0.613142235,0.800746269,0.444544036,0,0,ppb,0,ppb,54.95,ng/g,0.55,ng/g,Upper Mississippi
337,6470,NLA12_MN-145,1,Y,PLNLOW,UMW,44.76190983,2647518,277.13,Region_5,NATURAL,MN,112.8362996, ,S,S,S,3.008,ug/L,3.6,45.18229,-92.8203,15,APHA Pt-Co,8.211,mg/L,0.688,mg/L,28,ug/L,MESOTROPHIC,Fair,46.2,Poor,51.72,0.845,0,1.453052072,0.886720362,0.15,0.643482123,0,0,ppb,0.07,ppb,158.68,ng/g,2.9,ng/g,Upper Mississippi
338,7052,NLA12_MN-147,1,Y,PLNLOW,UMW,17.3831634,2262729,296.35,Region_5,NATURAL,MN,129.5148775, ,S,S,S,10.22857143,ug/L,4.4,46.02015,-92.58872,38,APHA Pt-Co,0.488,mg/L,0.744,mg/L,45,ug/L,MESOTROPHIC,Good,61.9,Good,68.15,0.894444444,0,1.586927947,1.212558823,0.507142857,1.090711673,0,0,ppb,0.06,ppb,170,ng/g,2.4,ng/g,Upper Mississippi
339,7924,NLA12_MN-152,1,Y,PLNLOW,UMW,19.99487029,4415290,364.14,Region_5,NATURAL,MN,152.1457896, ,S,S,S,59.6,ug/L,3.3,45.42347,-95.47471,16,APHA Pt-Co,5.144,mg/L,1.756,mg/L,132,ug/L,EUTROPHIC,Fair,52.3,Good,74.62,0.3475,0,0.719336131,0.529212033,0.322222222,0.461948473,0,0.17,ppb,0.06,ppb,62.86,ng/g,1.4,ng/g,Upper Mississippi
340,7828,NLA12_MN-160,1,Y,PLNLOW,UMW,2.691890753,4857925,404.17,Region_5,NATURAL,MN,916.6078921,R,R,R,R,15.16,ug/L,4,46.19717,-94.57475,30,APHA Pt-Co,0.122,mg/L,0.9,mg/L,40,ug/L,MESOTROPHIC,Poor,43.4,Good,70.92,0.897222222,0,1.737298297,0.806663262,0,0.366518324,0,0.17,ppb,0,ppb,181.82,ng/g,1.9,ng/g,Upper Mississippi
341,8404,NLA12_MN-162,1,Y,PLNLOW,UMW,10.91831676,4831318,434.27,Region_5,NATURAL,MN,129.5148775, ,S,S,S,7.536,ug/L,6.3,47.55892,-93.03271,85,APHA Pt-Co,5.573,mg/L,0.874,mg/L,23,ug/L,EUTROPHIC,Fair,52.4,Good,73.87,0.422222222,0,0.710009339,0.709162224,0.607819905,0.752804919,0,0,ppb,0.11,ppb,178.57,ng/g,6.8,ng/g,Upper Mississippi
342,6716,NLA12_MN-163,1,Y,PLNLOW,UMW,141.3297998,2365408,278.98,Region_5,NATURAL,MN,151.1910076, ,S,S,S,68.16,ug/L,2.6,45.47016,-93.34734,34,APHA Pt-Co,10.51,mg/L,1.268,mg/L,107,ug/L,HYPEREUTROPHIC,Fair,51,Poor,48.57,0.227777778,0,0.657289039,0.524089559,0.779518072,0.48649769,0,1.04,ppb,0.13,ppb,68.85,ng/g,1.2,ng/g,Upper Mississippi
343,7815,NLA12_MN-167,1,Y,PLNLOW,TPL,57.22322125,2350690,342.16,Region_5,NATURAL,MN,58.70618576, ,S,S,S,48.8,ug/L,2.9,45.07973,-94.8139,23,APHA Pt-Co,8.817,mg/L,1.58,mg/L,172,ug/L,EUTROPHIC,Fair,33.7,Good,51,0.06,0,0.379155507,0.860424884,0.445918367,1.260897731,0,0.38,ppb,0,ppb,33.98,ng/g,1.1,ng/g,Upper Mississippi
344,8284,NLA12_MN-171,1,Y,PLNLOW,TPL,1.121517679,6646500,346.17,Region_5,NATURAL,MN,222.5049202, ,S,S,S,18.69333333,ug/L,1.3,45.50801,-96.51311,22,APHA Pt-Co,6.739,mg/L,1.96,mg/L,72,ug/L,EUTROPHIC,Good,50.1,Good,46.82,0.4325,1.07,0,0.000340027,0.129080119,0.00057279,0.36,0.23,ppb,0.06,ppb,55.56,ng/g,0.17,ng/g,Upper Mississippi
345,7802,NLA12_MN-177,1,Y,PLNLOW,UMW,13.25696036,4141162,310.05,Region_5,NATURAL,MN,96.00719303, ,T,T,T,77.2,ug/L,1.5,44.26595,-93.8298,35,APHA Pt-Co,10.761,mg/L,2.358,mg/L,243,ug/L,EUTROPHIC,Poor,20.4,Poor,44.2,0.735,1.3,1.12456874,0.771867937,0.303149606,0.634038537,0.1,0.16,ppb,0.08,ppb,81.52,ng/g,1.1,ng/g,Upper Mississippi
