FID,FID_1,NIDID,Dam_Name,Other_Dam_,GNIS_Name,State,Latitude,Longitude,County,River,Purposes,Year_Compl,Reservoir_,Hydraulic_,NID_Height,Maximum_Di,Maximum_St,Normal_Sto,NID_Storag,NID_Stor_1,Surface_Ar,Surface__1,Surface__2,Surface__3,Surface__4,Drai_ge_Ar,Drai_ge__1,Drai_ge__2,Drai_ge__3,Reservoir1,Reservoi_1,Reservoi_2,Shoreline_,Mean_Depth,I_ex_of_Ba,Developmen,Maximum_De,Mean_Dep_1,Mean_Q,Catchment_,Relative_D,Surface__5,Lake_Volum,Lake_Vol_1,Lake_Vol_2,AreaSqKm,Elevation,ReachCode,E2RF1_,HUC,MEANV,STRAHLER,RR,REACH,NUTCODE,PSEWER,PSEPTIC,POTHER,WATER,WETLA_S,URBGRASS,LURBAN,HURBAN,COMM,FORESTD,FORESTE,FORESTM,SHRUB,GRASS,PASTURE,CROPS,ORCHARDS,BARREN,TNLOADB,TPLOADB,TNYLDB,TPYLDB,TNCONCB,TPCONCB,TNLOADBW,TNYLDBW,TNCONCBW,TNLOAD,TPLOAD,TNYLD,TPYLD,TNCONC,TPCONC,TNPOINT,TPPOINT,TNFERT,TPFERT,T_TMOS,TNFOREST,TPFOREST,TNBARREN,TPBARREN,TNSHRUB,TPSHRUB,TNGRASS,TPGRASS,TNMAN,TPMAN,T_FRAC,TPDFRAC,BASIN NAME
338,263,IN00084,EAGLE CR. RESERVOIR DAM, ,Eagle Creek Reservoir,IN,39.825,-86.3075,Marion,Eagle Creek,ND,1967,48,85,92,15400,110000,24000,110000,4791589000,1350,58806000,2.109375,5463261,5.463261,168,435.11832,107520,4683840000,89957.19485,27.41895299,17.03735296,3.309175373,81.48129443,0.926205836,2.875810391,85,0.958603464,260.584,79.64444444,0.941656586,0.184547682,1045437600,29603520,29.60352,4.893,790,5.12E+12,14927,5120201,1.43,1,5120201032,15605,6,85,14,0,1.3,0.4,3,8.9,1.2,5,6,0,0,0,0,18.3,55.9,0,0,41002,6743,64,11,0.2,0.03,75366,118,0.36,2200391,92161,3460,145,9.62,0.42,15,28,76,46,5,0,1,0,0,0,0,0,0,3,26,0.7833,0.54069,Wabash
339,265,IN00133,LAMB LAKE ESTATES DAM, ,ND,IN,39.36111,-86.19028,Johnson,Indian Creek,O,1972,43,80,82,27030,13000,7250,13000,566278700,309,13460040,0.4828125,1250479.74,1.25047974,9.34,24.1905066,5977.6,260399200,.,0,0,0,42.07110083,0,1.577666281,80,0.52588876,.,19.34498382,1.016263082,0.139831991,315809275,8942730,8.94273,.,.,.,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wabash
340,266,IN00154,LAKE SULLIVAN DAM,BUSSERON CR. C.D. STRUCTURE K-1,Lake Sullivan,IN,39.10167,-87.375,Sullivan,Morrison Creek,C,1968,47,40,40,18845,13178,4936,13178,574032362.2,460,20037600,0.71875,1861555.6,1.8615556,11.3,29.266887,7232,315044000,70631.97788,21.52862686,13.37727282,4.451160103,28.64776032,3.535974035,2.148582024,40,0.716194008,.,15.72173913,0.567170027,0.305751607,215011666.4,6088457.28,6.08845728,1.444,.,5.12E+12,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wabash
341,267,IN00186,LITTLE RACCOON CONSERVANCY DISTRICT STRUCTURE NO. 8,WAVELAND LAKE DAM,Lake Waveland,IN,39.88278,-87.08833,Montgomery,Demeree Creek,C,1970,45,50,51,18700,8200,3679,8200,357191180,358,15594480,0.559375,1448775.88,1.44877588,11.25,29.1373875,7200,313650000,41251.33297,12.57340629,7.812754957,2.946776766,22.90497535,2.770709855,1.374298521,50,0.458099507,144.372,20.11173184,0.514031612,0.319256176,160256872.1,4537972.92,4.53797292,1.283,215.8,5.12E+12,14761,5120108,1.13,1,5120108004,15435,6,34,64,2,0.7,3.2,0.4,0.6,0.1,0.2,26.8,0.3,3.9,0,0.8,13.8,49.1,0,0,21005,3483,52,9,0.17,0.03,39253,97,0.32,783342,31626,1934,78,6.07,0.26,2,5,84,57,9,2,8,0,0,0,0,0,0,3,30,0.84253,0.88015,Wabash
342,268,IN00213,WEST BOGGS CREEK STRUCTURE NO. 1, ,West Boggs Lake,IN,38.72,-86.92,Martin,West Boggs Creek,CR,1971,44,43,51,22000,18438,8148,18438,803157436.2,621.9,27089964,0.97171875,2516742.234,2.516742234,13.27,34.3691673,8492.8,369967600,81492.61112,24.83894787,15.43421159,4.416810012,29.64778529,2.471439955,2.068450137,43,0.689483379,.,13.65621483,0.504816442,0.25041227,354926065.2,10050395.04,10.05039504,2.095,152.4,5.12E+12,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wabash
343,269,IN00222,HERITAGE LAKE DAM, ,Heritage Lake,IN,39.71833,-86.72667,Putnam,Clear Creek,ND,1971,44,51,51,22710,9800,5000,9800,426887020,297.37,12953437.2,0.464640625,1203414.758,1.203414758,10.3,26.676897,6592,287164000,52867.84362,16.11411874,10.01285238,4.143752273,32.95550157,2.612789626,1.938558916,51,0.646186305,.,22.16766991,0.811485684,0.195125135,217799500,6167400,6.1674,1.195,.,5.12E+12,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wabash
344,270,IN00346,WEBSTER LAKE DAM - EAST, ,Webster Lake,IN,41.31833,-85.68861,Kosciusko,Tippecanoe River,R,1835,180,12,12,594,7545,5389,7545,328659445.5,774,33715440,1.209375,3132269.64,3.13226964,49.2,127.427508,31488,1371696000,58773.37997,17.91412622,11.13132553,2.85536052,9.748039637,2.694978681,2.437009909,12,0.812336636,.,40.68217054,0.14878129,0.471214716,234744301.1,6647223.72,6.64722372,2.572,260,5.12E+12,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wabash
345,271,IN00356,GEIST RESERVOIR DAM, ,Geist Reservoir,IN,39.9075,-85.985,Marion,Fall Creek,O,1944,71,39,44,99890,60000,21180,60000,2613594000,1687.66,73514469.6,2.63696875,6829723.748,6.829723748,215,556.84785,137600,5994200000,218289.4496,66.53462425,41.34271203,7.181927736,35.55210307,2.546769503,2.734777159,39,0.911592386,287.286,81.5330102,0.367472066,0.261423768,922598682,26125106.4,26.1251064,7.256,785,5.12E+12,14909,5120201,1.48,1,5120201006,15587,6,91,9,0,1.4,0.7,2.4,8.3,1.3,2.5,7.7,0,0,0,0,16.5,58.9,0,0.1,34073,6506,47,9,0.14,0.03,62097,86,0.26,2197200,74780,3052,104,8.61,0.31,17,34,75,47,6,0,1,0,0,0,0,0,0,2,18,0.73311,0.48156,Wabash
346,272,IN00413,QUICK CR. RESERVOIR,HARDY LAKE,ND,IN,38.79111,-85.71,Scott,Quick Creek,ND,1970,45,60,60,83049,27465,12000,27465,1196372654,753.72,32832043.2,1.1776875,3050199.319,3.050199319,12,31.07988,7680,334560000,112720.7935,34.35729785,21.34864196,5.549447934,36.43917761,2.321163013,1.821958881,60,0.607319627,31.3626,10.18946028,0.563592312,0.206070043,522718800,14801760,14.80176,3.095,.,5.12E+12,15004,5120207,0.59,1,5120207014,15686,6,71,25,3,4.6,0.8,0,0.3,0,0.2,23.4,3.6,0.2,0,0,42,24.9,0,0,1948,196,72,7,0.18,0.02,3402,126,0.32,35865,291,1328,11,1.4,0.01,3,14,72,44,18,3,9,0,0,0,0,0,0,5,33,0.5846,0.20388,Wabash
347,273,IN00451,OAKDALE DAM (LAKE FREEMAN), ,Lake Freeman,IN,40.65667,-86.7525,Carroll,Tippecanoe River,ND,1926,89,58,58,53220,40540,26140,40540,1765918346,1600,69696000,2.5,6474976,6.474976,1860,4817.3814,1190400,51856800000,194073.2556,59.15352831,36.75631017,6.557774273,25.33744183,1.83460663,1.310557336,58,0.436852445,1728.58,744,0.268970275,0.200816997,1138655786,32243167.2,32.2431672,6.213,186.8,5.12E+12,14723,5120106,2.01,3,5120106002,15396,6,51,48,1,1.5,2.7,0.1,0.7,0.1,0.3,7.2,0.3,0,0,0.4,8.9,77.8,0,0,204576,35206,40,7,0.13,0.02,399701,79,0.26,13168264,437760,2602,87,8.62,0.3,2,6,85,48,7,0,1,0,0,0,0,0,0,6,45,0.85151,0.75483,Wabash
348,274,IN00464,GIBSON GEN. PLANT DAM, ,Broad Pond,IN,38.33472,-87.75694,Gibson,Coffee Bayou,O,1973,42,16,20,1067,43500,29000,43500,1894855650,2944.37,128256757.2,4.600578125,11915453.18,11.91545318,4.53,11.7326547,2899.2,126296400,66502.58958,20.26998931,12.59519145,1.656506439,14.77392452,0.566661112,2.770110847,16,0.923370282,242.567,0.984658857,0.115611543,0.333104465,1263237100,35770920,35.77092,11.877,.,5.12E+12,14866,5120113,1.39,1,5120113012,15542,9,97,3,0,6,3,0.3,0.4,0,0.3,5.5,0.6,0,0,0.4,32.1,51.4,0,0,4576,1179,70,18,0.19,0.05,8059,124,0.34,209897,2503,3229,39,0.98,0.01,1,4,89,73,7,0,1,0,0,0,0,0,0,2,21,0.80578,0.38225,Wabash
349,275,IN00497,LITTLE WALNUT CREEK STR. #4,GLENN FLINT LAKE DAM,Glenn Flint Lake,IN,39.72083,-86.94861,Putnam,Unnamed Tributary Little Walnut Creek,C,1976,39,66,66,29450,15844,5900,15844,690163055.6,300.65,13096314,0.469765625,1216688.459,1.216688459,15.16,39.2642484,9702.4,422660800,44484.26817,13.55880494,8.425053485,3.467580961,52.69903086,1.863104819,2.395410494,66,0.798470165,.,32.27141194,1.290546144,0.167184213,257003410,7277532,7.277532,1.188,228.6,5.12E+12,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wabash
350,276,IN00523,HOOSIER ENERGY RESERVOIR DAM, ,ND,IN,39.04333,-87.52583,Sullivan,Unnamed Tributary Turtle Creek,ND,1980,35,53,66,18362,39753,13800,39753,1731636705,1550,67518000,2.421875,6272633,6.272633,28.4,73.555716,18176,791792000,153054.2432,46.65093334,28.98755534,5.254486601,25.6470379,2.740621993,1.451719126,53,0.483906375,.,11.72645161,0.276613185,0.368501008,601126620,17022024,17.022024,5.539,.,5.12E+12,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wabash
351,277,IN00552,BIG BLUE RIVER STRUCTURE NO. 20,SUMMIT LAKE DAM,Summit Lake Reservoir,IN,40.02333,-85.32584,Henry,Big Blue River,C,1981,34,64,64,4900,25550,15900,25550,1112955445,815,35501400,1.2734375,3298190.9,3.2981909,11.5,29.784885,7360,320620000,39122.12815,11.92442466,7.409496339,1.852227938,31.34962128,0.608006466,1.469513498,64,0.489837833,216.333,9.030674847,0.466288825,0.168169237,692602410,19612332,19.612332,1.111,.,5.12E+12,14971,5120204,1.33,1,5120204006,15652,6,64,35,1,0.8,0.5,1.1,3.2,0.6,1.1,8.8,0.1,0,0,0,18.6,65.3,0,0,24984,4243,54,9,0.16,0.03,45478,98,0.29,1604326,46611,3458,100,8.33,0.25,5,14,85,56,6,0,1,0,0,0,0,0,0,3,28,0.68977,0.5594,Wabash
352,278,IN00785,WEBSTER LAKE DAM - WEST, ,Webster Lake,IN,41.31833,-85.68667,Kosciusko,Tippecanoe River,R,1835,180,7,7,69,3804,761,3804,165701859.6,774,33715440,1.209375,3132269.64,3.13226964,49.2,127.427508,31488,1371696000,58773.37997,17.91412622,11.13132553,2.85536052,4.9147174,19.08441539,2.106307457,7,0.702102486,.,40.68217054,0.075011799,3.336893701,33149083.9,938678.28,0.93867828,2.572,260,5.12E+12,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wabash
353,279,IN03001,MONROE LAKE DAM,MONROE LAKE,Monroe Lake,IN,39,-86.51167,MONROE,SALT CREEK,CRS,1965,50,89,93,74600,441000,182250,441000,19209915900,10750,468270000,16.796875,43503745,43.503745,441,1142.18559,282240,12295080000,642225.9058,195.7504561,121.6337332,8.372098928,41.02316164,0.870769349,1.382803201,89,0.4609344,146.933,26.25488372,0.168006626,0.193520508,7938791775,224801730,224.80173,42.939,.,5.12E+12,15994,5120208,0.86,2,5120208028,16690,9,46,53,1,2.5,0.6,0,0.1,0,0,76,3.8,0.1,0,0,9.8,7.1,0,0.1,30719,10238,56,19,0.15,0.05,55101,101,0.27,305451,14625,557,27,2.33,0.12,4,9,35,15,38,18,46,0,0,0,0,0,0,5,30,0.618,0.1938,Wabash
354,280,IN03002,CAGLES MILL LAKE DAM,CAGLES MILL LAKE,Cagles Mill Lake,IN,39.48667,-86.91667,PUTNAM,MILL CREEK,CR,1953,62,150,150,75700,228120,27112,228120,9936884388,1400,60984000,2.1875,5665604,5.665604,295,764.04705,188800,8224600000,201498.4427,61.41672534,38.16259606,7.278777432,162.9424831,1.836508695,3.258849662,150,1.086283221,283.21,134.8571429,1.849148652,0.169415268,1180996009,33442109.76,33.44210976,5.852,.,5.12E+12,16003,5120203,1.47,1,5120203007,16696,6,61,38,1,0.4,0.1,0,0.4,0,0.2,11.3,0,0,0,0,18.7,68.8,0,0.1,37357,6441,59,10,0.17,0.03,68180,108,0.31,1769859,73581,2792,116,7.06,0.3,2,5,87,59,7,1,2,0,0,0,0,0,0,4,34,0.6522,0.26604,Wabash
355,281,IN03003,CECIL M HARDEN LAKE DAM,CECIL M. HARDEN LAKE,Cecil M Harden Lake,IN,39.71833,-87.07167,PARKE,RACCOON CREEK,CR,1960,55,115,119,134100,132800,49262,132800,5784754720,2060,89733600,3.21875,8336531.6,8.3365316,216,559.43784,138240,6022080000,280366.9882,85.45585802,53.09982537,8.349183955,64.46587142,1.406363826,1.681718385,115,0.560572795,327.53,67.10679612,0.603111709,0.137195937,2145847794,60763691.76,60.76369176,8.376,201.5,5.12E+12,14760,5120108,1.55,1,5120108003,15434,6,56,43,1,0.9,1.3,0.2,0.5,0,0.1,17.7,0.1,1,0,0.2,13.8,64.2,0,0,32167,6272,44,9,0.14,0.03,59897,82,0.26,2099155,40451,2868,55,7.24,0.15,1,3,88,55,6,1,3,0,0,0,0,0,0,4,39,0.72615,0.36164,Wabash
356,282,IN03004,MISSISSINEWA LAKE DAM,MISSISSINEWA LAKE,Mississinewa Lake,IN,40.70833,-85.95833,MIAMI,MISSISSINEWA RIVER,CR,1967,48,122,140,122400,368400,75200,368400,16047467160,3200,139392000,5,12949952,12.949952,809,2095.30191,517760,22554920000,309806.3924,94.42898841,58.67547189,7.402290913,115.1247357,1.01801783,2.830936124,122,0.943645375,796.43,161.8,0.86416201,0.13961054,3275704480,92757696,92.757696,13.489,.,5.12E+12,14699,5120103,1.86,2,5120103001,15372,6,69,30,1,0.8,1.1,0.6,2,0.3,0.6,7.1,0,0,0,0,11.3,76.2,0,0,66167,13296,31,6,0.1,0.02,122735,57,0.19,5665852,254117,2630,118,8.04,0.38,4,7,84,53,7,0,1,0,0,0,0,0,0,5,39,0.79708,0.59606,Wabash
357,283,IN03005,SALAMONIE LAKE DAM,SALAMONIE LAKE,Salamonie Lake,IN,40.80833,-85.68,WABASH,SALAMONIE RIVER,CR,1966,49,114,133,57200,263600,60700,263600,11482389640,2860,124581600,4.46875,11574019.6,11.5740196,553,1432.26447,353920,15417640000,308251.3702,93.95501765,58.38096002,7.7906333,92.16762058,1.254871267,2.425463699,114,0.8084879,514.523,123.7482517,0.731807527,0.154583598,2644085930,74872236,74.872236,10.945,230.1,5.12E+12,14698,5120102,1.55,1,5120102001,15371,6,66,34,1,1,0.9,0.1,0.6,0,0.3,7.4,0.1,0,0,0,9.5,80.2,0,0,54543,11063,46,9,0.15,0.03,101039,86,0.29,7563244,293279,6448,250,17.73,0.69,1,1,92,58,2,0,1,0,0,0,0,0,0,5,40,0.74697,0.51217,Wabash
358,284,IN03006,J. EDWARD ROUSH LAKE DAM,J. EDWARD ROUSH LAKE,Huntington Lake,IN,40.84667,-85.47,HUNTINGTON,WABASH RIVER,CR,1968,47,84,91,121800,153100,12500,153100,6669020690,900,39204000,1.40625,3642174,3.642174,707,1831.12293,452480,19711160000,100244.2605,30.5544506,18.98566148,4.516364919,170.1107206,1.981674651,6.075382878,84,2.025127626,600.69,502.7555556,2.407753054,0.236221033,544498750,15418500,15.4185,3.355,749,5.12E+12,14688,5120101,1.66,2,5120101006,15361,6,72,27,1,2.3,0.8,0.2,0.7,0.1,0.4,5.8,0,0,0,0,9,80.6,0,0.1,79309,15461,34,7,0.11,0.02,147224,62,0.21,8350140,722632,3543,307,16.35,1.44,2,2,84,38,4,0,0,0,0,0,0,0,0,10,59,0.79853,0.73038,Wabash
359,285,IN03007,GREENWOOD LAKE DAM,GREENWODD LAKE,Greenwood Lake,IN,38.88334,-86.87,Martin,First Creek,CSR,1936,79,52,55,27000,29800,12780,29800,1298085020,811.98,35369848.8,1.26871875,3285969.383,3.285969383,14.82,38.3836518,9484.8,413181600,99206.48853,30.2381377,18.78911369,4.705634328,36.70032709,1.918191996,2.117326563,52,0.705775521,6.9696,11.68107589,0.546888488,0.208449351,556695522,15763874.4,15.7638744,3.269,580,5.12E+12,15999,5120202,0.33,1,5120202021,16693,9,99,1,0,11.6,0.1,0,0.1,0,0.1,70.6,2.9,0,0,0,5.4,5.4,0,3.8,1526,321,64,13,0.17,0.04,2743,114,0.31,5014,27,209,1,0.9,0,1,5,27,13,44,18,43,4,10,0,0,0,0,5,29,0.28828,0.04742,Wabash
360,286,IN03008,BOGGS CR. NO. 1,LAKE GALLIMORE,ND,IN,38.74833,-86.84834,MARTIN,BOGGS CR. EAST FORK WHITE,CR,1962,53,26,26,21982,6740,80,6740,293593726,1020,44431200,1.59375,4127797.2,4.1277972,41.7,108.002583,26688,1162596000,.,0,0,0,6.607827968,0,0.762441689,26,0.25414723,.,26.16470588,0.08785372,41.83080796,3484792,98678.4,0.0986784,.,.,.,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wabash
361,288,IN03018,PATOKA LAKE DAM,PATOKA LAKE,Patoka Lake,IN,38.435,-86.70833,DUBOIS,PATOKA RIVER,CSRO,1978,37,85,145,40000,301640,167290,301640,13139408236,8880,386812800,13.875,35936116.8,35.9361168,168,435.11832,107520,4683840000,857997.4675,261.5176281,162.4995724,12.30637902,33.96839049,1.26735673,1.19888437,85,0.399628123,42.2447,12.10810811,0.153062922,0.174152235,7287135671,206348869.2,206.3488692,35.154,.,5.12E+12,15052,5120209,0.67,1,5120209011,15737,9,87,13,0,15.5,0.1,0,0,0,0,53.1,1.6,0.2,0,0,13,16.5,0,0,2113,448,85,18,0.2,0.04,3671,147,0.35,40102,1539,1604,62,1.1,0.04,2,6,57,16,18,6,9,0,0,0,0,0,0,17,69,0.78179,0.8343,Wabash
362,289,IN03440,LAKE MANITOU DAM, ,Lake Manitou,IN,41.06028,-86.19473,Fulton,Mill Creek,R,1827,188,0,10,0,3875,3000,3875,168794612.5,775,33759000,1.2109375,3136316.5,3.1363165,44.2,114.477558,28288,1232296000,76688.4494,23.37463938,14.52433219,3.723315764,4.999988522,6.316718925,#DIV/0!,0,#DIV/0!,58.5372,36.50064516,0.076264016,0.847552318,130679700,3700440,3.70044,3.198,237.1,5.12E+12,14733,5120106,0.77,1,5120106014,15407,7,43,55,2,3.3,2.6,0.2,2.6,0.5,1.6,6.9,0.1,0,0,0,13.6,68.8,0,0,6914,893,60,8,0.2,0.03,13332,116,0.38,254917,8979,2217,78,4.86,0.18,7,23,79,46,9,0,1,0,0,0,0,0,0,4,29,0.73899,0.68207,Wabash
363,290,IN03492,MWR MOSS LAKE, ,ND,IN,38.91667,-85.81944,Jackson,Mutton Creek,R,1980,35,9.8,15,49000,1370,2689,2689,117132571.1,576,25090560,0.9,2330991.36,2.33099136,58.1,150.478419,37184,1619828000,.,0,0,0,4.668392061,0,1.42909961,9.8,0.476366537,.,64.55555556,0.082595729,0.702777339,117132571.1,3316827.72,3.31682772,.,.,.,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wabash
364,291,IN20003,MOSS DAM, ,ND,IN,38.91833,-85.825,JACKSON,MUTTON CREEK,F,1980,35,15.2,15.2,15000,7244,2689,7244,315547915.6,576,25090560,0.9,2330991.36,2.33099136,58.1,150.478419,37184,1619828000,.,0,0,0,12.57636002,0,2.482176319,15.2,0.827392106,.,64.55555556,0.222507796,0.702777339,117132571.1,3316827.72,3.31682772,.,.,.,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wabash
365,736,OH00580,GRAND LAKE ST. MARYS - WEST EMBANKMENT, ,ND,OH,40.53,-84.57,MERCER,BEAVER CREEK,R,1841,174,0,19.5,18000,156383,62914,156383,6812027842,12740.1935,554962828.6,19.90655234,51557779.45,51.55777945,70592,182832.5741,45178880,1.97E+12,476723.694,145.3053819,90.28860731,5.708598372,12.27474615,1.87241577,#DIV/0!,0,#DIV/0!,15.1161,3546.169061,0.046177032,0.664377314,2740527549,77603160.72,77.60316072,51.558,869,5.12E+12,11232,4100004,0.43,1,4100004004,11830,6,98,2,0,29.6,0,0,0.1,0.3,0.2,3.2,0,0,0,0,6.1,60.5,0,0,313,24,63,5,0.21,0.02,590,118,0.4,35353,2324,7071,465,2.76,0.19,2,3,75,48,15,0,1,0,0,0,0,0,0,8,48,0.71484,0.78676,Wabash
366,121,CO01300,BONNY, ,Bonny Reservoir,CO,39.62972,-102.1767,YUMA,SOUTH REPUBLICAN RIVER,RCI,1951,64,130,158,73300,348390,41342,348390,15175833561,2000,87120000,3.125,8093720,8.09372,1495,3872.03505,956800,41680600000,64274.67612,19.59092128,12.17323801,1.942565461,174.1946001,0.384176915,4.019875387,130,1.339958462,23.4061,478.4,1.653945532,0.158717415,1800853386,50994530.16,50.99453016,7.47,1119.2,1.03E+13,25717,10250003,0.55,3,10250003012,26569,5,90,9,0,0.2,0.1,0,0.1,0,0.1,0,0,0,0.2,62.9,1.2,35,0,0.2,6913,2353,2,1,0.07,0.02,10905,2,0.11,58537,1329,13,0,3,0.07,1,1,70,27,13,0,0,0,0,0,0,9,48,6,23,0,0,Kansas
367,295,KS00005,KANOPOLIS DAM,KANOPOLIS LAKE,Kanopolis Lake,KS,38.62167,-97.97,ELLSWORTH,SMOKY HILL RIVER,CRIOS,1948,67,131,131,171000,433000,61382,433000,18861436700,3815,166181400,5.9609375,15438770.9,15.4387709,7860,20357.3214,5030400,2.19E+11,129731.5561,39.54217829,24.57037833,2.838893626,113.4990841,0.522260816,2.599215667,131,0.866405222,340.056,1318.584535,0.780273035,0.203910493,2673793782,75713469.36,75.71346936,13.525,.,1.03E+13,24462,10260008,0.82,4,10260008015,25298,5,76,23,1,0.2,0.2,0,0.1,0.1,0.2,0.2,0.1,0,0.9,57.9,3.5,36.2,0,0.4,21605,5394,1,0,0.04,0.01,33080,2,0.06,492015,31726,24,2,1.65,0.11,6,3,47,29,29,0,0,0,0,0,1,10,45,8,22,0.49596,0.60142,Kansas
368,297,KS00008,MILFORD DAM,MILFORD LAKE,Milford Lake,KS,39.08333,-96.895,GEARY,REPUBLICAN RIVER,CSR,1967,48,147,147,560000,1145000,388800,1145000,49876085500,15708,684240480,24.54375,63568076.88,63.56807688,24882,64444.13118,15924480,6.94E+11,520135.9014,158.5374227,98.51061891,5.609280376,72.89262614,0.330577602,1.487604615,147,0.495868205,157.76,1013.781513,0.24695889,0.132550297,16936089120,479577024,479.577024,59.114,.,1.03E+13,25698,10250017,1.18,1,10250017006,26552,4,90,10,0,2,0.6,0,0,0,0.4,4.9,0.1,0.1,1.8,48.9,18.4,22.7,0,0,1712,561,23,8,0.19,0.06,3841,53,0.43,24715,2944,339,40,0.18,0.02,13,12,42,26,30,1,2,0,0,0,1,7,38,6,21,0.66666,0.38577,Kansas
369,298,KS00009,PERRY DAM,PERRY LAKE,Perry Lake,KS,39.11167,-95.425,JEFFERSON,DELAWARE RIVER,CSRO,1969,46,121,121,65000,770000,243000,770000,33541123000,12200,531432000,19.0625,49371692,49.371692,1117,2893.01883,714880,31141960000,427337.2474,130.252393,80.93511064,5.229276388,63.11460921,0.434557576,1.564825022,121,0.521608341,50.0095,58.59672131,0.242633909,0.164717456,10585055700,299735640,299.73564,43.58,.,1.03E+13,25670,10270103,0.72,1,10270103034,26519,9,83,14,3,1.2,2.2,0.2,0,0,0.4,9.3,0,0.8,0.1,11.2,43.9,30.6,0,0.1,2831,853,38,12,0.19,0.06,5677,77,0.38,54109,4692,731,63,1.22,0.11,5,6,66,34,18,1,3,0,0,0,0,1,7,10,50,0.60309,0.22783,Kansas
370,300,KS00012,TUTTLE CREEK DAM,TUTTLE CREEK LAKE,Tuttle Creek Lake,KS,39.25667,-96.59,RILEY,BIG BLUE RIVER,CRN,1962,53,157,157,612000,2257000,335100,2257000,98314694300,13350,581526000,20.859375,54025581,54.025581,9628,24936.42372,6161920,2.68E+11,359071.3949,109.4449612,68.00596776,4.200402802,169.0632823,0.264782471,3.230508579,157,1.076836193,1951.46,461.5670412,0.621312622,0.130705212,14596922490,413339148,413.339148,48.503,.,1.03E+13,25694,10270205,1.64,4,10270205027,26544,4,80,19,1,0.9,0.7,0.1,0.3,0,0.4,2.3,0.1,0,0.2,17.6,10.7,66.6,0,0,178161,45351,7,2,0.09,0.02,299365,12,0.15,10478001,1651804,431,68,6.07,0.99,2,3,76,41,12,0,1,0,0,0,0,1,9,8,46,0.59173,0.20248,Kansas
371,301,KS00013,WILSON DAM,WILSON LAKE,Wilson Lake,KS,38.96833,-98.495,RUSSELL,SALINE RIVER,CIRO,1964,51,130,160,15700,736000,245000,736000,32060086400,9040,393782400,14.125,36583614.4,36.5836144,1917,4965.01083,1226880,53445960000,316968.1618,96.61189571,60.03186803,4.505906645,81.4157423,0.31969247,1.878824822,130,0.626274941,161.006,135.7168142,0.363601515,0.121056584,10672175500,302202600,302.2026,31.753,.,1.03E+13,25705,10260009,0.73,3,10260009004,26556,5,83,16,1,0.3,0.5,0,0,0,0.1,0.2,0,0,0.7,61.9,5,30.6,0,0.5,9329,2889,2,1,0.08,0.02,16110,3,0.14,277180,59349,57,12,1.95,0.42,3,2,39,20,34,0,0,1,0,0,1,16,62,6,16,0.17679,0.05427,Kansas
