"RESID","SHALLOW","MUDFLAT","BKWATER","CONN_BW","CONN_TR","N_STRUC","SHAL_LZ","DIST_RZ","X_NUTRI","ALGAE","SEDIMEN","SHOREER","NOCOVES","SHOREHO","SUBSTHO","STATE","RESINFO","RESNAME1","LONGITUDE","LATITUDE","CLUSID"
"TX152",1,1,0,0,0,1,1,3,5,2,1,1,1,4,2,"TX",152,"Tanglewood",-101.7708,35.03956,"SPL                1"
"TX156",5,5,4,1,4,5,5,2,4,5,5,4,4,4,4,"TX",156,"Lake Wichita",-98.53833,33.845,"SPL                5"
"TX157",0,0,1,1,2,3,1,1,1,0,1,2,1,1.051605059,1,"TX",157,"Lake Winnsboro",-95.345,32.88667,"CPL                1"
"TX158",4,4,1,1,1,1,3,3,3,0,3,3,3,3,3,"TX",158,"Lake Wood",-97.49167,29.46833,"CPL                3"
"TX16",1,1,0,0,0,1,1,1,2,5,3,3,2,2,2,"TX",16,"Baylor Lake",-100.3717,34.47667,"SPL                1"
"TX160",5,5,2,2,4,3,3,2,2,1,1,1,5,4,4,"TX",160,"Lake Worth",-97.415,32.79167,"SPL                5"
"TX161",2,2,0,0,0,2,1,1,3,0,3,3,3,2,2,"TX",161,"Lake Lavon",-96.48333,33.03333,"SPL                2"
"TX164",1,2,1,1,1,3,2,2,2,0,2,2,2,2,1,"TX",164,"Lake Lewsiville",-97.01667,33.06667,"SPL                3"
"TX166",4,4,4,4,4,3,4,3,4,2,5,4,5,4,4,"TX",166,"Lake Livingston",-95.015,30.63333,"CPL                2"
"TX17",1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,"TX",17,"Lake Belton",-97.48333,31.1,"SPL                1"
"TX170",0,1,0,0,0,1,1,1,1,0,2,1,1,1,1,"TX",170,"Mackenzie",-101.4367,34.54333,"SPL                1"
"TX173",0,0,0,0,0,4,0,3,1,0,1,0,1.028056995,1.312152949,1,"TX",173,"Lake Travis",-97.90667,30.39167,"SPL                2"
"TX174",1,1,3,3,1,3,1,1,1,0,1,2,1,3,1,"TX",174,"Marine Creek Lake",-97.39346,32.82384,"SPL                1"
"TX175",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"TX",175,"Martin Creek Reservoir",-94.55167,32.27167,"CPL                1"
"TX177",4,0,5,1,0,4,2,3,2,0,1,1,1,2,1,"TX",177,"Lake Marble Falls",-98.25667,30.55667,"SPL                1"
"TX179",1,1,0,0,0,1,1,4,4,5,1,1,1,3,1,"TX",179,"Buffalo Springs",-101.6917,33.535,"SPL                1"
"TX18",2,2,2,2,1,3,2,3,2,0,2,2,2,2,2,"TX",18,"Benbrook",-97.45,32.65,"SPL                3"
"TX182",0,1,0,0,0,3,1,0,1,0,1,1,0,0,0,"TX",182,"Mill Creek",-95.855,32.53833,"CPL                1"
"TX183",3,3,3,3,4,3,4,3,3,0,4,4,4,4,4,"TX",183,"Millers Creek Reservoir",-99.36833,33.42333,"SPL                5"
"TX184",1,1,2,2,2,2,1,1,1,5,1,1,1,1,1,"TX",184,"Moss Creek Reservoir",-101.105,32.24,"SPL                1"
"TX186",1,1,2,2,4,1,1,2,2,5,4,2,4,3,2,"TX",186,"Possum Kingdom Reservoir",-98.4261,32.8711,"SPL                3"
"TX188",5,5,4,4,4,3,5,2,2,0,5,3,4,3,4,"TX",188,"Mountain Creek Lake",-96.94334,32.73167,"SPL                5"
"TX189",2,1,2,1,2,4,2,5,2,1,3,2,1,2,2,"TX",189,"Lake Tyler East",-95.145,32.21,"CPL                3"
"TX191",0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,"TX",191,"Lake Murvaul",-94.42,32.03333,"CPL                1"
"TX193",4,4,4,3,4,3,4,1,4,1,5,4,4,4,4,"TX",193,"Navarro Mills Reservoir",-96.7,31.95,"SPL                5"
"TX199",0,0,0,0,0,4,0,2,0,0,1,1,1,0,0,"TX",199,"Lake Georgetown",-97.725,30.675,"SPL                2"
"TX200",3,2,1,1,1,2,1,1,3,2,1,1,1,1,1,"TX",200,"O. C. Fisher Reservoir",-100.4833,31.46667,"SPL                1"
"TX201",1,1,2,2,2,2,1,1,3,0,1,1,1,1,1,"TX",201,"Oak Creek Reservoir",-100.2667,32.04,"SPL                1"
"TX203",2,1,0,0,0,1,1,1,1,0,1,1,1,1,1,"TX",203,"Palo Duro",-101.1633,36.36167,"SPL                1"
"TX204",0,0,0,0,0,2,0,1,0,0,1,2,1,1,1,"TX",204,"Pat Mayse",-95.54833,33.85333,"CPL                1"
"TX207",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"TX",207,"Lake Ray Roberts",-97.05,33.36667,"SPL                2"
"TX208",1,1,2,2,2,2,1,1,1,5,1,1,1,1,1,"TX",208,"Red Bluff Reservoir",-103.91,31.90167,"XER                2"
"TX21",5,5,1,1,1,4,4,1,4,0,5,4,4,4,4,"TX",21,"Lake Mexia",-96.57833,31.64333,"SPL                3"
"TX211",2,4,4,4,3,1,3,3,3,1,3,4,3,4,4,"TX",211,"Richland Chambers Reservoir",-96.14167,31.96667,"CPL                4"
"TX213",1,1,2,2,2,2,1,0,2,5,2,1,1,1,1,"TX",213,"E. V. Spence Reservoir",-100.515,31.895,"SPL                1"
"TX214",3,3,3,3,3,3,4,4,2,1,3,4,3,4,3,"TX",214,"Lake Ray Hubbard",-96.50667,32.80167,"SPL                5"
"TX215",1,0,3,1,1,1,1,1,1,0,1,1,1,1,1,"TX",215,"Inks Reservoir",-98.385,30.73,"SPL                1"
"TX220",0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,"TX",220,"Sam Rayburn Reservoir",-94.1,31.06667,"CPL                1"
"TX222",5,1,3,3,3,1,5,4,5,1,4,1,5,4,5,"TX",222,"Sheldon Lake",-95.16666,29.85333,"CPL                2"
"TX226",1,1,1,1,1,2,2,1,1,2,1,3,3,3,3,"TX",226,"Lake Somerville",-96.53333,30.33333,"CPL                3"
"TX227",2,3,4,4,3,3,3,4,3,1,3,4,3,3,3,"TX",227,"Lake Waxahachie",-96.805,32.34167,"SPL                5"
"TX229",0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,"TX",229,"Squaw Creek",-97.76,32.28833,"SPL                2"
"TX23",2,3,2,2,2,2,2,3,2,1,3,4,3,5,4,"TX",23,"Lake Palestine",-95.43833,32.055,"CPL                4"
"TX230",1,1,0,0,2,0,0,3,1,0,3,1,2,2,1,"TX",230,"Limestone",-96.32,31.325,"CPL                1"
"TX231",1,1,1,1,1,1,1,1,1,0,1,1,1,1.221626737,1,"TX",231,"Stillhouse Hollow Lake",-97.53333,31.03333,"SPL                1"
"TX237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TX",237,"Lake Welsh",-94.83334,33.04333,"CPL                1"
"TX24",2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,"TX",24,"Brady Creek",-99.39167,31.14,"SPL                2"
"TX242",0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,"TX",242,"Toledo Bend Reservoir",-93.5838,31.1614,"CPL                1"
"TX246",5,5,1,5,5,4,5,1,3,1,5,2,5,5,5,"TX",246,"B. A. Steinhagen Reservoir",-94.16667,30.78333,"CPL                3"
"TX247",1,1,1,0,2,2,1,1,0,0,1,0,1,1,1,"TX",247,"Tradinghouse Creek",-96.98,31.55333,"SPL                2"
"TX25",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"TX",25,"Brandy Branch",-94.485,32.43,"CPL                1"
"TX263",3,2,1,1,1,1,1,1,4,1,4,3,4,3,3,"TX",263,"Lake Waco",-97.21667,31.6,"SPL                5"
"TX265",3,4,1,1,1,3,4,2,2,0,4,3,3,3,3,"TX",265,"Lake Corpus Christi",-97.865,28.04167,"CPL                3"
"TX268",2,2,0,0,0,1,2,1,1,0,2,1,1,1,2,"TX",268,"White River",-101.0835,33.45852,"SPL                1"
"TX269",4,3,3,3,5,3,4,4,2,1,3,3,5,2,4,"TX",269,"White Rock Lake",-96.725,32.815,"SPL                5"
"TX270",2,2,3,3,2,4,2,5,2,1,1,2,2,3,3,"TX",270,"Lake Tyler (West)",-95.17167,32.21167,"CPL                3"
"TX271",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,"TX",271,"Lake Whitney",-97.36667,31.85,"SPL                2"
"TX273",2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,"TX",273,"Lake Cisco",-98.98448,32.43937,"SPL                1"
"TX275",1,0,0,0,0,0,2,0,1,1,1,1,0,0,1,"TX",275,"Wright Patman",-94.16,33.305,"CPL                1"
"TX276",1,1,0,0,0,0,1,0,2,0,2,2,2,2,2,"TX",276,"Lake Coffee Mill",-95.980697,33.729979,"CPL                1"
"TX277",1,1,0,0,0,0,0,0,3,0,2,2,1,1,1,"TX",277,"Davy Crockett",-95.925851,33.736689,"CPL                1"
"TX279",1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,"TX",279,"Purtis Creek State Park Lake",-95.994,32.364956,"CPL                1"
"TX28",0,1,0,0,0,1,0,0.459651436,0,0,3,2,2,1,1,"TX",28,"Lake Bridgeport",-97.83,33.22,"SPL                2"
"TX280",3,0,0,0,0,0,3,1,3,0,3,0,0,0,2,"TX",280,"Caddo Lake",-94.010124,32.711622,"CPL                3"
"TX281",4,4,1,1,1,3,4,2,3,0,4,3,3,3,3,"TX",281,"Pat Cleburne Lake",-97.427988,32.300192,"SPL                3"
"TX282",5,5,1,1,1,3,4,2,4,0,4,3,3,3,3,"TX",282,"Alvarado Park Lake",-97.245326,32.377714,"SPL                3"
"TX283",0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,"TX",283,"Lake Pinkston",-94.359012,31.707943,"CPL                1"
"TX284",0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,"TX",284,"Lake Nacogdoches",-94.828863,31.611434,"CPL                1"
"TX285",0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,"TX",285,"Kurth Lake",-94.692292,31.444774,"CPL                1"
"TX286",4,4,4,4,4,4,4,3,3,0,4,4,4,4,4,"TX",286,"Iowa Park Lake",-98.708997,33.980307,"SPL                5"
"TX287",3,4,4,4,4,4,3,3,3,0,4,4,4,4,4,"TX",287,"Lake Cooper",-98.785729,33.444978,"SPL                5"
"TX288",3,2,0,0,1,2,3,0,3,0,2,1,0,0,1,"TX",288,"Big Creek Reservoir",-95.699465,33.39372,"SPL                2"
"TX289",4,4,4,4,4,4,3,4,3,0,4,3,4,4,4,"TX",289,"North Fork Buffalo Creek Reservoir",-98.753901,33.994754,"SPL                5"
"TX29",1,2,3,3,0,5,1,5,0,1,0,3,1,3,3,"TX",29,"Lake Bryan",-96.45167,30.70833,"CPL                1"
"TX290",1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,"TX",290,"Lake Bastrop",-97.287912,30.157447,"CPL                1"
"TX291",2,2,3,4,2,1,1,1,1,0,2,2,2,1,1,"TX",291,"Lost Creek Reservoir",-98.13077,33.240841,"SPL                3"
"TX292",1,0,5,1,1,4,1,5,4,0,1,1,1,1,1,"TX",292,"Lady Bird Lake",-97.718267,30.246611,"SPL                1"
"TX293",1,0,0,1,0,1,1,4,2,0,1,1,1,1,0,"TX",293,"Lake Austin",-97.788134,30.343843,"SPL                1"
"TX294",4,2,0,0,0,4,3,5,4,4,4,1,2,1,1,"TX",294,"Lake LBJ",-98.352413,30.560487,"SPL                3"
"TX295",1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,"TX",295,"O. H. Ivie Reservoir",-99.676323,31.546357,"SPL                1"
"TX296",1,1,1,1,1,1,1,1,2,1,1,1,1,0,0,"TX",296,"Twin Buttes Reservoir",-100.540552,31.366683,"SPL                1"
"TX297",2,2,1,1,1,3,2,4,4,0,4,3,1,1,2,"TX",297,"Nasworthy Reservoir",-100.483203,31.38493,"SPL                3"
"TX298",1,1,0,0,0,1,1,1,1,0,3,3,1,1,1,"TX",298,"Meredith Reservoir",-101.616097,35.678494,"SPL                1"
"TX30",2,2,1,1,2,4,2,3,1,1,3,2,2,2,1,"TX",30,"Lake Buchanan",-98.41833,30.75167,"SPL                3"
"TX31",1,1,2,2,2,4.480174088,4,5,1,1,1,2,1.970188482,2,2,"TX",31,"Lake Jacksonville",-95.30991,31.90405,"CPL                3"
"TX33",2,3,2,2,2,4,4,0,3,1,2,3,3,3,3,"TX",33,"Calaveras",-98.305,29.27833,"SPL                3"
"TX41",0,0,0,0,0,4,0,3,0,0,1,1,1,1,1,"TX",41,"Canyon Lake",-98.2,29.86667,"SPL                2"
"TX45",0,0,1,1,0,1,1,1,1,0,1,1,1,2,1,"TX",45,"Fayette County Reservoir",-96.73666,29.915,"SPL                1"
"TX49",1,1,3,3,3,1,1,1,2,0,1,1,1,0,1,"TX",49,"Champion Creek Reservoir",-100.86,32.28167,"SPL                1"
"TX50",0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,"TX",50,"Lake Coleman",-99.465,32.03,"SPL                2"
"TX51",2,1,1,1,1,0,2,0,3,0,2,2,1,2,1,"TX",51,"Coleto Creek Reservoir",-97.16666,28.72333,"CPL                3"
"TX52",2,2,3,3,1,3,2,4,4,1,2,3,2,4,3,"TX",52,"Lake Conroe",-95.56,30.35667,"CPL                3"
"TX55",1,1,1,1,1,1,0,4,3,5,1,1,1,4,4,"TX",55,"Lake Granbury",-97.68833,32.37333,"SPL                3"
"TX56",1,0,5,1,0,4,1,2,3,1,1,1,1,2,2,"TX",56,"Walter E. Long",-97.59666,30.285,"SPL                1"
"TX57",5,5,0,0,0,3,5,5,5,2,5,4,4,4,4,"TX",57,"Delta Lake (Public Side)",-97.98,26.415,"CPL                3"
"TX6",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"TX",6,"Amistad",-101.055737,29.469791,"XER                1"
"TX60",2,2,2,2,3,3,2,3,2,1,2,1,2,2,1,"TX",60,"Eagle Mountain Lake",-97.49703,32.86987,"SPL                3"
"TX63",0,0,1,1,0,1,0,1,1,0,1,0,0,2,1,"TX",63,"Lone Star",-94.725,32.91833,"CPL                1"
"TX64",1,1,2,2,2,2,1,1,3,0,2,1,1,1,1,"TX",64,"Winters-Elm Creek Reservoir",-99.86833,31.93833,"SPL                1"
"TX68",2,3,4,4,3,3,2.1751911,1,5,3,2.664764148,3,3,4,3,"TX",68,"Lake Fairfield",-96.04166,31.81833,"CPL                4"
"TX7",0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,"TX",7,"Amon G. Carter",-97.865,33.46833,"SPL                2"
"TX70",0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,"TX",70,"Lake Nocona",-97.65166,33.88333,"SPL                2"
"TX72",0,0,0,0,0,0,0,1,2,0,0,1,0,1,1,"TX",72,"Lake O' the Pines",-94.49667,32.765,"CPL                1"
"TX74",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"TX",74,"Hubert H. Moss commonly called Moss Lake",-97.21333,33.77333,"SPL                2"
"TX76",4,2,1,1,5,1,4,1,3,0,5,0,3,0,3,"TX",76,"Fort Parker State Park Lake",-96.52805,31.58841,"SPL                2"
"TX79",0,0,0,0,0,0,0,4,0,0,0,0,0,2,1,"TX",79,"Lake Bob Sandlin",-95.00166,33.075,"CPL                1"
"TX80",0,0,0,0,0,3,0,5,1,0,0,0,0,5,1,"TX",80,"Lake Cypress Springs",-95.14,33.05667,"CPL                1"
"TX82",1,1,3,3,1,3,2,1,1,1,1,2,2,3,3,"TX",82,"Gibbons Creek Reservoir",-96.06167,30.61,"CPL                3"
"TX84",2,2,3,2,2,1,2,1,1,0,1,1,1,1,1,"TX",84,"Lake Daniels",-98.86833,32.64833,"SPL                3"
"TX85",2,1,2,2,2,1,1,1,4,1,4,2,2,3,2,"TX",85,"Lake Graham",-98.61333,33.13333,"SPL                3"
"TX86",5,5,0,0,4,2,4,4,4,0,5,4,4,1,4,"TX",86,"Granger Lake",-97.31667,30.70333,"SPL                3"
"TX88",1,1,0,0,0,1,1,1,1,0,2,2,2,1,1,"TX",88,"Greenbelt",-100.8933,35.00167,"SPL                1"
"TX94",0,0,0,0,0,2.040578175,2,0,0,0,0,0,0,2,1.411576162,"TX",94,"Hords Creek Reservoir",-99.56667,31.85,"SPL                2"
"TX95",2,1,1,1,1,1,2,1,2,1,1,2,2,2,2,"TX",95,"Houston County Reservoir",-95.605,31.40667,"CPL                3"
"TX97",2,1,1,1,1,3,1,1,1,1,1,2,1,2,2,"TX",97,"Lake Raven",-95.53333,30.60833,"CPL                3"
"TX98",1,1,2,1,0,1,2,2,1,0,2,2,1,2,2,"TX",98,"Lake Tawakoni",-95.91666,32.81167,"CPL                1"
"TX99",0,1,0,0,0,0,1,0,2,0,3,3,2,3,3,"TX",99,"Cooper Reservoir",-95.63333,33.33333,"SPL                2"
"UT10",0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,"UT",10,"Starvation Reservoir",-110.4435,40.19103,"XER                1"
"UT14",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"UT",14,"Upper Stillwater",-110.6999,40.55988,"WMT                1"
"UT15",2,1,1,1,1,1,4,1,3,4,3,2,0,1,1,"UT",15,"Matt Warner",-109.297857,40.772872,"XER                2"
"UT16",3,2,3,1,0,4,1,1,4,2,2,1,1,4,4,"UT",16,"Deer Creek Reservoir",-111.496525,40.439631,"WMT                2"
"UT17",0,0.085369988,0,0,0,2,0,0,0,3,1,1,1,2,1,"UT",17,"Pineview Reservoir",-111.810808,41.266969,"WMT                1"
"UT18",1,2,0,0,2,4,1,1,1,1,1,1,1,1,1,"UT",18,"Bear Lake",-111.328812,42.025834,"XER                2"
"UT19",0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,"UT",19,"Flaming Gorge Reservoir",-109.435086,40.920258,"WMT                1"
"UT20",3,2,1,1,1,1,2,1,4,3,2,2,2,2,2,"UT",20,"Scofield Reservoir",-111.150455,39.773186,"WMT                2"
"UT21",0,1,1,0,0,2,0,3,4,4,1,1,1,1,1,"UT",21,"Strawberry Reservoir",-111.13575,40.188316,"WMT                2"
"UT9",2,1,0,0,0,0,0,0,1,0,2,2,0,0,0,"UT",9,"Red Fleet Reservoir",-109.4222,40.57483,"XER                1"
"VA10",1,1,3,3,1,1,1,1,3,1,1,1,2,1,1,"VA",10,"Claytor Lake",-80.5853,37.0753,"SAP                1"
"VA11",3,3,2,2,3,3,3,3,2,0,3,3,2,2,2,"VA",11,"Diascund Creek Reservoir",-76.9,37.43,"CPL                3"
"VA12",5,3,0,2,2,2,3,0,0,1,5,2,4,1,1,"VA",12,"Emporia",-77.5585,36.6963,"CPL                1"
"VA13",4,4,3,2,4,2,3,2,3,1,4,2,4,3,3,"VA",13,"Pickett Reservoir",-77.965,36.98833,"SAP                3"
"VA14",0,0,1,1,0,3,1,1,1,1,1,1,1,1,1,"VA",14,"Lake Moomaw",-79.95167,37.955,"SAP                1"
"VA16",1,1,1,1,2,3,1,2,3,2,4,3,3,2,1,"VA",16,"Bannister Lake",-78.9236,36.782,"SAP                4"
"VA17",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"VA",17,"Hunting Run Reservoir",-77.63834,38.35167,"SAP                1"
"VA18",1,2,3,3,2,5,2,3,1,1,2,4,3,5,5,"VA",18,"Buggs Island Lake/Kerr Reservoir",-78.29667,36.59667,"SAP                3"
"VA19",0,0,2,2,3,3,0,0,0,0,3,3,2,4,2,"VA",19,"Flannagan Reservoir",-82.345,37.23333,"SAP                1"
"VA20",1,1,1,1,1,3,1,2,1,1,1,3,1,3,2,"VA",20,"Lake Anna",-77.7133,38.0119,"SAP                1"
"VA26",0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,"VA",26,"Burnt Mills",-76.62833,36.84,"CPL                1"
"VA28",1,0,2,1,2,0,0,1,0,0,0,1,1,1,1,"VA",28,"Lake Cohoon",-76.61333,36.73833,"CPL                1"
"VA29",0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,"VA",29,"Meade",-76.58833,36.74667,"CPL                1"
"VA30",1,2,3,3,2,3,0,4,1,1,1,3,2,3,3,"VA",30,"Lake Monticello",-78.3,37.91333,"SAP                1"
"VA32",0,0,1,3,0,3,0,1,1,0,1,1,1,1,1,"VA",32,"Lake Prince",-76.64,36.8,"CPL                1"
"VA33",1,0,1,1,1,1,1,3,3,2,1,1,2,2,2,"VA",33,"Whitehurst",-76.190661,36.90972,"CPL                3"
"VA34",0,1,0,0,0,0,0,0,0,0,1,2,1,1,1,"VA",34,"Laurel Bed Lake",-81.81333,36.955,"SAP                1"
"VA35",3,3,1,1,1,1,3,1,1,1,4,3,3,3,3,"VA",35,"Lee Hall Reservoir",-76.56,37.17833,"CPL                3"
"VA36",0,0,2,2,1,3,0,3,2,1,3,4,2,3,3,"VA",36,"Leesville Lake",-79.4025,37.0928,"SAP                3"
"VA38",2,1,1,1,2,1,1,1,1,1,2,2,1,1,1,"VA",38,"Lake Pelham",-78.03833,38.46333,"SAP                1"
"VA40",0,0,2,2,1,2,0,1,0,0,1,1,1,1,2,"VA",40,"Philpott Reservoir",-80.02833,36.78333,"SAP                1"
"VA42",3,1,3,3,3,4,3,2,3,2,4,3,3,3,3,"VA",42,"Reusens Reservoir",-79.1857,37.4634,"SAP                3"
"VA43",4,4,4,4,4,4,4,3,3,2,4,3,4,3,3,"VA",43,"Schoolfield Reservoir",-76.43333,36.57833,"CPL                4"
"VA44",2,1,3,3,3,3,2,2,1,1,4,3,3,3,3,"VA",44,"Scott's Mill Reservoir",-79.14167,37.425,"SAP                3"
"VA45",0,0,1.520229159,1,1,3,0,5,1,0,1,2,2,3,2,"VA",45,"Smith Mounatin Lake",-79.5359,37.041,"SAP                1"
"VA46",2,3,1,1,1,3,3,2,2,1,3,1,2,1,2,"VA",46,"Rivanna Reservoir",-78.4678,38.1043,"SAP                4"
"VA47",4,4,4,4,5,2,5,4,4,2,4,4,4,4,4,"VA",47,"Swift Creek Reservoir",-77.65,37.41667,"SAP                4"
"VA49",1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,"VA",49,"Occoquan Reservoir",-77.277,38.6945,"SAP                1"
"VA5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"VA",5,"Beaverdam Creek Reservoir",-77.54166,39.025,"SAP                1"
"VA50",1,1,2,1,2,3,1,2,1,0,3,1,2,1,1,"VA",50,"Waller Mill Reservoir",-76.715,37.30333,"CPL                1"
"VA51",0,0,2,2,3,1,0,0,1,0,0,0,0,0,0,"VA",51,"Western Branch",-76.62,36.83833,"CPL                1"
"VA52",5,4,1,1,5,1,5,2,5,2,3,2,2,2,2,"VA",52,"Chickahominy lake",-76.957991,37.404665,"CPL                3"
"VA53",2,1,1,1,1,3,2,1,1,1,3,3,3,3,3,"VA",53,"Harwood's Mill Reservoir",-76.468549,37.142461,"CPL                3"
"VA54",1,1,4,1,2,4,1,4,1,1,1,4,2,2,3,"VA",54,"Little Creek Reservoir",-76.831713,37.358014,"CPL                3"
"VA55",1,1,1,1,1,3,1,3,3,1,2,3,2,2,2,"VA",55,"Sandy River Reservoir",-78.31521,37.240715,"SAP                4"
"VA56",0,1,1,1,1,3,1,4,1,2,3,4,4,4,4,"VA",56,"South Holston Reservoir",-82.056999,36.540536,"SAP                3"
"VA6",3,2,1,1,1,1,3,1,3,1,3,3,3,2,2,"VA",6,"Beaverdam Swamp Reservoir",-76.54166,37.43667,"CPL                3"
"VA7",0,2,1,1,2,4,0,2,2,2,3,2,1,1,2,"VA",7,"Lake Chesdin",-77.525,37.2206,"CPL                3"
"VA8",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"VA",8,"Briery Creek Lake",-78.44334,37.205,"SAP                1"
"VA9",1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,"VA",9,"Carvin's Cove",-79.95834,37.36833,"SAP                1"
"WA81",1,2,4,4,2.478401176,4,1,1,1,2,4,1,1,2,1,"WA",81,"Swift Reservoir",-122.197,46.064,"WMT                2"
"WI102",2,2,1,1,3,1,2,3,1,1,1,2,2,3,2,"WI",102,"Lake Alice",-89.68,45.4817,"UMW                1"
"WI123",3,1,1,1,1,1,3,1,3,3,2,3,2,2,2,"WI",123,"Killarney Lake",-89.81032,45.58484,"UMW                1"
"WI154",3,2,1,2,3,1,2,3,1,1,2,2,2,3,2,"WI",154,"Merrill Flowage",-89.6867,45.1783,"UMW                1"
"WI160",2,1,2,2,1,2,1,0,0,1,0,1,1,1,1,"WI",160,"Moose Lake",-91.07611,46.03304,"UMW                1"
"WI193",1,1,1,1,1,3,2,1,2,1,1,2,1,2,2,"WI",193,"Rhinelander Flowage",-89.42,45.6417,"UMW                1"
"WI2",1,1,1,1,2,2,1,2,2,1,1,2,2,1,1,"WI",2,"Lake Alexander",-89.755,45.1883,"UMW                1"
"WI210",2,2,1,1,2,3,2,2,1,1,2,3,2,1,2,"WI",210,"Spirit River Flowage",-89.7433,45.4383,"UMW                1"
"WI224",2,2,1,2,2,2,2,3,1,1,2,2,2,2,2,"WI",224,"Lake Mohawksin",-89.73,45.4417,"UMW                1"
"WI237",5,3,1,1,3,3,5,4,4,2,2,2,4,4,3,"WI",237,"Post Lake (Upper and Lower)",-89.0865,45.43726,"UMW                1"
"WI257",2,2,1,1,2,2,2,1,1,1,2,3,1,2,3,"WI",257,"Rainbow Flowage",-89.515972,45.85726,"UMW                1"
"WI258",1,2,1,2,1,1,2,1,1,1,1,4,1,3,4,"WI",258,"Willow Flowage",-89.864845,45.708577,"UMW                1"
"WI32",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,"WI",32,"Chippewa Flowage",-91.0771,45.8883,"UMW                1"
"WI7",2,2,2,2,1,2,2,1,1,1,0,1,1,1,1,"WI",7,"Radisson Flowage",-91.2025,45.7516,"UMW                1"
"WI85",1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,"WI",85,"Grandmother Flowage",-89.7283,45.3667,"UMW                1"
"WI86",4,0,0,0,0,2,4,2,2,2,1,2,4,1,1,"WI",86,"Hancock Lake",-89.63954,45.60832,"UMW                1"
"WI88",2,0,1,1,0,1,2,1,2,1,1,1,1,2,1,"WI",88,"Hat Rapids Flowage",-89.48,45.5717,"UMW                1"
"WI98",2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,"WI",98,"Jersey City Flowage",-89.75,45.4917,"UMW                1"
"WV2",3,3,1,0.799525502,2,5,3,2,1,3,4,3,2,1,2,"WV",2,"Beech Fork Lake",-82.41,38.30167,"SAP                4"
"WV6",0,2,3,1,1.544329825,3,1,1,1,1,4,1,2,1,3,"WV",6,"East Lynn Lake",-82.385,38.145,"SAP                1"
"WY11",0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,"WY",11,"Christina Lake",-108.9297,42.5914,"WMT                1"
"WY24",5,5,0,0,0,0,3,0,1,1,3,0,0,0,0,"WY",24,"Springer Reservoir",-104.28,41.89695,"SPL                2"
"WY27",0,1,0,0,0,0,0,3,1,3,2,1,0,0,1,"WY",27,"Grayrocks Res",-104.6875,42.16778,"SPL                2"
"WY29",5,5,0,0,0,3,3,0,0,0,5,1,0,1,1,"WY",29,"Hawk Springs Reservoir",-104.1961,41.71833,"SPL                2"
"WY30",1,1,3,3,1,2,1,1,2,2,1,3,1,3,3,"WY",30,"High Savery Reservoir",-107.3,41.27,"WMT                2"
"WY31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WY",31,"Hog Park Reservoir",-106.8597,41.035,"WMT                1"
"WY39",0,1,1,1,0,3,1,2,0,0,0,1,1,1,2,"WY",39,"Lake Cameahwait",-108.2583,43.29,"XER                2"
"WY40",1,0,2,2,0,3,1,1,1,1,0,3,1,1,1,"WY",40,"Lake DeSmet",-106.7442,44.4892,"NPL                2"
"WY43",0,2,0,0,0,1,0,0,0,1,0,1,0,2,2,"WY",43,"Lake Hattie",-105.8983,41.24166,"XER                1"
